drug_id,drug_name,microbe_id,microbe_name,label
963,"N-(1,3-Thiazol-2-yl)butanamide",117,Proteus mirabilis,0
1253,Thiazolidinedione-8,151,Streptococcus mutans,1
734,Flavonoids 7,77,Hafnia paralvei,0
842,Itraconazole,52,Dengue Virus Type 2,0
1357,meta-toluidine,44,Clostridium bacilli,0
781,Gossypetin hexamethyl ether,171,Vibrio harveyi,1
1363,"octane-1,8-diamine",132,Serratia marcescens,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",10,Aeromonas sobria,0
707,Erythritol,151,Streptococcus mutans,1
880,LL-25,31,Burkholderia pseudomallei,1
129,1-(pyrazin-2-yl)ethan-1-one,121,Pseudomonas aeruginosa,1
1269,Tricaine,126,Pseudomonas putida,0
710,Esculetin,28,Burkholderia cenocepacia,1
856,L- K6L9,158,Streptococcus sanguinis,0
1267,Tomentosin,76,Hafnia alvei,0
1209,Subtilosin,73,Gardnerella vaginalis,1
635,D-Proline,174,Yersinia enterocolitica,0
784,HA14-1,27,Baker's yeast,0
250,"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",90,Human parainfluenza virus type 2,0
139,1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,147,Stenotrophomonas maltophilia,0
801,Holothuroidin 2,47,Clostridium perfringens,0
1158,S-(4-tolyl)-L-cysteine,7,Actinomyces oris,1
1202,Spermine,170,Vibrio cholerae,1
1355,lin-SB056,135,Sphingomonas sp. Ibu-2,0
1218,Sulfamerazine,12,Amycolatopsis orientalis,0
382,5-bromomethylene-2 (5H)-furanone,131,Serratia liquefaciens,1
241,"2-geranyloxy-4,6-dihydroxybenzophenone",117,Proteus mirabilis,0
58,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-bromophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",121,Pseudomonas aeruginosa,1
1156,S-(2-thiazoyl)-L-cysteine,38,Candida krusei,0
1182,Siamycin I,75,Haemophilus influenzae,0
845,K4-S4,151,Streptococcus mutans,1
727,Farnesol,30,Burkholderia multivorans,1
368,5-(dibromomethylene)-3-(1-acetoxyethyl)-2(5H)-furanone,28,Burkholderia cenocepacia,0
1040,Olmesartran,28,Burkholderia cenocepacia,0
1032,OSIP108,142,Staphylococcus epidermidis,0
309,3beta-Hydroxyolean-12-en-28-al 3-p-coumarate,121,Pseudomonas aeruginosa,1
758,G H12,158,Streptococcus sanguinis,1
1366,para-Benzoquinone,31,Burkholderia pseudomallei,0
673,Didanosine,47,Clostridium perfringens,0
255,"3,4-Dimethoxychalcone",156,Streptococcus pyogenes,0
583,Cinnamaldehyde,28,Burkholderia cenocepacia,1
1334,beta-sitosterol glucoside,93,Influenza B virus,0
559,Ceftazidime,147,Stenotrophomonas maltophilia,1
619,Cycloserine,22,Bacteroides,0
1024,Novobiocin,137,Staphylococcus aureus,1
250,"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1
164,16P,137,Staphylococcus aureus,1
161,14-Glycinyl andrographolide hydrochloride,38,Candida krusei,0
123,1-(4-amino-2-hydroxyphenyl)ethan-1-one,41,Candida tropicalis,0
925,Methyl benzethonium chloride,130,Schistosoma,0
73,"(5E)-5-dodecylidene-1,3-thiazolidine-2,4-dione",58,Enteric bacteria and other eubacteria,0
709,Esculentin,121,Pseudomonas aeruginosa,1
837,Isopropanol,159,Streptococcus sanguis,0
733,Flavonoids 3,171,Vibrio harveyi,1
1076,Peppermint oil,84,Human herpesvirus 1,0
353,4-dimethyl-amino-cinnamaldehyde,40,Candida spp.,0
148,11(R)-hydroxy-12(20)-en-knightol acetate,171,Vibrio harveyi,1
315,4-(Aminomethyl)-D-phenylalanine,144,Staphylococcus equorum,0
1306,Wheat bran,22,Bacteroides,0
1003,Naringin,171,Vibrio harveyi,1
405,7-formylindole,121,Pseudomonas aeruginosa,1
731,Ferulic Acid,137,Staphylococcus aureus,1
544,Cefditoren,147,Stenotrophomonas maltophilia,0
224,2-Nitro-cinnamaldehyde,173,Vibrio vulnificus,1
793,Hesperidin,137,Staphylococcus aureus,1
264,3-(2-Naphthyl)-D-alanine,158,Streptococcus sanguinis,0
986,"N1-(7-chloroquinolin-4-yl)octane-1,8-diamine",132,Serratia marcescens,1
1273,Trimethoprim-sulfamethoxazole,59,Enterobacter aerogenes,0
473,Benzathine benzylpenicillin,110,Neisseria gonorrhoeae,1
1143,Rifabutin,67,Escherichia coli,1
1209,Subtilosin,93,Influenza B virus,0
797,Hexyl gallate,142,Staphylococcus epidermidis,1
277,"3-Amino-4-(2,4-difluorophenyl)-2-butanone",118,Proteus vulgaris,0
1023,Norspermidine,136,Staphlococcus aureus,0
484,Betulin,5,Acinetobacter sp.,1
1078,Peptide 1037,122,Pseudomonas chlororaphis,0
338,4-Methylphenylalanine,143,Staphylococcus epidermis,1
662,Di-MB-LF11-215,24,Bacteroides fragilis,0
1072,Penicillin G,100,Listeria monocytogenes,1
805,Hydrogen peroxide,121,Pseudomonas aeruginosa,1
550,Cefoperazone,67,Escherichia coli,1
682,DispersinB-KSL-W wound gel,174,Yersinia enterocolitica,0
687,Doripenem,67,Escherichia coli,1
372,5-(dibromomethylene)-3-ethyl-2(5H)-furanone,129,Salmonella enterica,1
1041,Orange extract,141,Staphylococcus cohnii,0
695,Emodin,151,Streptococcus mutans,1
1188,Silver sulfadiazine,109,Mycobacterium tuberculosis,0
47,(2R)-2-amino-3-phenylmethanesulfinylpropanoic acid,171,Vibrio harveyi,0
455,Azidocillin,126,Pseudomonas putida,0
640,D-tert-Leucine,129,Salmonella enterica,0
1157,S-(2-thienyl)-L-cysteine,145,Staphylococcus haemolyticus,0
245,2C-4,123,Pseudomonas fluorescens,0
871,L-pipecolic acid,12,Amycolatopsis orientalis,0
875,LF11-322,13,Aquifex aeolicus,0
987,"N1-[7-(trifluoromethyl)quinolin-4-yl]dodecane-1,12-diamine",132,Serratia marcescens,1
240,2-geranyloxy-1-(2-methylpropanoyl)phloroglucinol,137,Staphylococcus aureus,1
1241,Telithromycin,58,Enteric bacteria and other eubacteria,1
484,Betulin,121,Pseudomonas aeruginosa,1
1296,Verapamil,97,Kocuria rhizophila,0
1016,Nitrofurantoin,67,Escherichia coli,1
296,3-geranyl-1-(2-methylbutanoyl)phloroglucinol,75,Haemophilus influenzae,0
830,Isatin,75,Haemophilus influenzae,0
5,"(1R,2S,7R,3E,11E)-2,18-diacetoxycembra-3,8(19),11,15(17)-tetraen-7-ol",58,Enteric bacteria and other eubacteria,0
505,C16G2,50,Cronobacter sakazakii,0
467,Bactenecin,91,Human respiratory syncytial virus B,0
1075,Pentanol,41,Candida tropicalis,0
971,N-(4-Morpholinyl)butanamide,24,Bacteroides fragilis,0
1130,RK-25,31,Burkholderia pseudomallei,1
350,4-chloro-7-(trifluoromethyl)quinoline,121,Pseudomonas aeruginosa,1
444,Apramycin,58,Enteric bacteria and other eubacteria,1
843,Ivalin,34,Candida albicans,1
777,Glucose,16,Aspergillus niger,0
1271,"Triethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(triethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide",115,Porphyromonas gingivalis,0
853,Kaurenoic acid,145,Staphylococcus haemolyticus,0
1315,Zinc Nitrate,102,Lysinibacillus sphaericus,0
109,(Z)-5-(chloromethylene) furan-2(5H)-one,142,Staphylococcus epidermidis,1
6,"(1R,2S,7R,3E,8E,11E)-2,18-diacetoxycembra-3,8,11,15(17)-tetraen-7-ol",171,Vibrio harveyi,1
1076,Peppermint oil,152,Streptococcus oralis,0
346,4-bromo-5-(dibromomethylene)-3-(1-acetoxyoethyl)-2(5H)-furanone,129,Salmonella enterica,1
1347,den-SB056-1,121,Pseudomonas aeruginosa,1
1286,Uracil,88,Human immunodeficiency virus,0
457,Azlocillin,2,Acinetobacter baumannii,0
946,Myristoyl-DL-carnitine,121,Pseudomonas aeruginosa,1
1369,para-ethylaniline,121,Pseudomonas aeruginosa,1
1087,Phosphate,67,Escherichia coli,1
461,BMAP-28,34,Candida albicans,1
148,11(R)-hydroxy-12(20)-en-knightol acetate,151,Streptococcus mutans,0
536,Cefacetrile,72,Fusarium solani,0
1126,R-FV-I16,40,Candida spp.,0
1156,S-(2-thiazoyl)-L-cysteine,90,Human parainfluenza virus type 2,0
350,4-chloro-7-(trifluoromethyl)quinoline,131,Serratia liquefaciens,0
472,Benzathine Benzylpenicillin,100,Listeria monocytogenes,1
283,3-Hydroxyphenylalanine,143,Staphylococcus epidermis,1
71,(5-nitrofuran-2-yl)methyl (2E)-3-phenylprop-2-enoate,34,Candida albicans,1
623,D-2-aminoadipic acid,134,Shigella flexneri,0
97,(RW)4-NH2,98,Lactobacillus fermenti,0
929,Methylthiopropylamine,31,Burkholderia pseudomallei,1
902,Luteolin,6,Actinobacillus actinomycetemcomitans,0
1020,Norfloxacin,147,Stenotrophomonas maltophilia,1
1070,Penicillenol C2,23,Bacteroides eggerthii,0
813,Ibuprofen,120,Pseudoalteromonas sp.,0
1351,faropenem medoxomil,92,Influenza A virus,0
1125,Quinupristin/dalfopristin,66,Enterococcus gallinarum,0
1245,Terpinene-4-ol,118,Proteus vulgaris,0
44,(2R)-2-amino-3-(thiophene-2-sulfinyl)propanoic acid,38,Candida krusei,0
1272,"Triethyl[3-({33-[2-(triethylazaniumyl)ethoxy]-10,15,20,25,27,29,31,34-octakis[3-(triethylazaniumyl)propoxy]hexacyclo[21.2.2.2.2.2.2]pentatriaconta-1(25),3,5,8,10,13,15,18,20,23,26,28,30,32,34-pentadecaen-4-yl}oxy)propyl]azanium decabromide",64,Enterococcus faecalis,1
751,Furanone-3,25,Bacteroides uniformis,0
568,Ch Dhvar5 ads,137,Staphylococcus aureus,1
137,1-methanesulfonyl-4-methylbenzene,145,Staphylococcus haemolyticus,0
280,3-Chloro-5-[(2-chloroethoxy)]-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,21,Bacillus subtilis,1
963,"N-(1,3-Thiazol-2-yl)butanamide",171,Vibrio harveyi,0
100,(Z)-3-bromo-5-(bromomethylene) furan-2(5H)-one,150,Streptococcus mitis,0
136,1-mesityl-3(4-nitrophenyl)urea,25,Bacteroides uniformis,0
22,"(2E)-1-(2 ,5 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",87,Human herpesvirus 5,0
904,Lys-a1,153,Streptococcus parasanguinis,1
947,Myrrh oil,17,Bacillus amyloliquefaciens,0
1032,OSIP108,114,Plasmodium falciparum,0
845,K4-S4,45,Clostridium leptum,0
1166,S6L3-33,90,Human parainfluenza virus type 2,0
1364,p-Coumaric acid,121,Pseudomonas aeruginosa,1
1066,Penicillenol A2,34,Candida albicans,1
840,Isosinensetin,17,Bacillus amyloliquefaciens,0
378,5-Chloroindole,121,Pseudomonas aeruginosa,1
730,Ferrous,121,Pseudomonas aeruginosa,1
57,"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-(trifluoromethyl)phenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyltriacetate",111,Obesumbacterium proteus,0
951,Myxinidin3,121,Pseudomonas aeruginosa,1
422,Adefovir Dipivoxil,159,Streptococcus sanguis,0
1010,Nevirapine,89,Human immunodeficiency virus 1,1
239,2-bromooctanoic acid,151,Streptococcus mutans,0
26,"(2E)-1-(3 ,5 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",137,Staphylococcus aureus,1
782,Grepafloxacin,147,Stenotrophomonas maltophilia,1
277,"3-Amino-4-(2,4-difluorophenyl)-2-butanone",91,Human respiratory syncytial virus B,0
788,Hamamelitannin,142,Staphylococcus epidermidis,1
989,"N1-[7-(trifluoromethyl)quinolin-4-yl]octane-1,8-diamine",132,Serratia marcescens,1
886,Lamivudine,161,Streptomyces gordonii,0
1131,RK-31,31,Burkholderia pseudomallei,1
1019,Norbgugaine 12,121,Pseudomonas aeruginosa,1
1252,Tetrazol-1-yl,121,Pseudomonas aeruginosa,1
27,(2E)-1-(3 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,142,Staphylococcus epidermidis,1
1187,Silver nitrate,29,Burkholderia cepacia,1
360,4-tertiary butyl benzyl decyl beta-maltoside,21,Bacillus subtilis,0
136,1-mesityl-3(4-nitrophenyl)urea,151,Streptococcus mutans,1
1078,Peptide 1037,28,Burkholderia cenocepacia,1
598,Clofazimine,74,Geobacillus kaustophilus,1
338,4-Methylphenylalanine,132,Serratia marcescens,0
42,(2R)-2-amino-3-(2-phenylethanesulfinyl)propanoic acid,95,Klebsiella pneumoniae,0
1334,beta-sitosterol glucoside,67,Escherichia coli,1
1255,Thiophenone TF101,67,Escherichia coli,1
1050,P15-CSP,29,Burkholderia cepacia,0
521,Capreomycin,109,Mycobacterium tuberculosis,1
1269,Tricaine,152,Streptococcus oralis,0
1129,RK-19,84,Human herpesvirus 1,0
1307,YC-1 compound,34,Candida albicans,1
1023,Norspermidine,95,Klebsiella pneumoniae,1
1370,para-toluidine,77,Hafnia paralvei,0
1097,Platyphylloside,121,Pseudomonas aeruginosa,1
1218,Sulfamerazine,74,Geobacillus kaustophilus,0
480,Benzyl decyl beta-maltoside,121,Pseudomonas aeruginosa,1
269,3-(3-Pyridinyl)alanine,137,Staphylococcus aureus,1
980,N-Nonanoyl-cyclopentylamide,92,Influenza A virus,0
716,Ethyl acetate,137,Staphylococcus aureus,1
906,M8-33,158,Streptococcus sanguinis,1
624,D-Alanine,143,Staphylococcus epidermis,1
633,D-Methionine,116,Propionibacterium acnes,0
131,"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",121,Pseudomonas aeruginosa,1
2,"(10R,11R)-Hydnocarpin D",137,Staphylococcus aureus,1
197,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",57,Eikenella corrodens,0
400,7-bromoindole,35,Candida dubliniensis,0
44,(2R)-2-amino-3-(thiophene-2-sulfinyl)propanoic acid,159,Streptococcus sanguis,1
682,DispersinB-KSL-W wound gel,137,Staphylococcus aureus,1
790,Heptadecanoic acid,69,Eubacterium ramulus,0
851,Kaempherol,73,Gardnerella vaginalis,0
1209,Subtilosin,100,Listeria monocytogenes,1
495,Bromophenyl AHL,108,Mycobacterium smegmatis,0
1276,Trimethyl(3-{4-[3-(trimethylphosphaniumyl)propoxy]phenoxy}propyl)phosphanium dibromide,64,Enterococcus faecalis,1
360,4-tertiary butyl benzyl decyl beta-maltoside,119,Providencia stuartii,0
117,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",83,Hepatitis C virus,0
832,Isoconazole,34,Candida albicans,1
1078,Peptide 1037,137,Staphylococcus aureus,0
1238,Teichoplanin,137,Staphylococcus aureus,1
144,"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",24,Bacteroides fragilis,0
973,N-(4-hydroxy-2-methylphenyl)-3-oxododecanamide,162,Streptomyces rubiginosus,0
858,L-4-Carbamoylphenylalanine,143,Staphylococcus epidermis,1
37,"(2E)-N -(2 -hydroxy-5 -bromo-benzilidene)-3,4,5-trimethoxybenzohydrazide",151,Streptococcus mutans,1
1083,Phenyl-arginine-b-naphthylamide,138,Staphylococcus capitis,0
206,"2-(4-Methoxyphenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",102,Lysinibacillus sphaericus,0
148,11(R)-hydroxy-12(20)-en-knightol acetate,43,Citrobacter freundii,0
461,BMAP-28,103,Marinobacter hydrocarbonoclasticus,0
208,"2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-yl)phenol",121,Pseudomonas aeruginosa,1
425,Alexidine dihydrochloride,34,Candida albicans,1
609,Competence Stimulating Peptide,161,Streptomyces gordonii,1
808,IDR-1018,115,Porphyromonas gingivalis,0
172,"2,4,5-Trifluorophenylalanine",143,Staphylococcus epidermis,1
664,DiHydroxyBenzoFuran,137,Staphylococcus aureus,1
1162,S-methyl- L-cysteine,52,Dengue Virus Type 2,0
964,"N-(1,3-benzothiazol-2-yl)butanamide",39,Candida parapsilosis,0
708,Erythromycin,64,Enterococcus faecalis,0
1104,Praziquantel,130,Schistosoma,1
53,(2S)-2-amino-3-(4-tert-butylphenyl)propanoic acid,147,Stenotrophomonas maltophilia,0
1003,Naringin,174,Yersinia enterocolitica,1
1292,Vancomycin,120,Pseudoalteromonas sp.,0
1,"(10R,11R)-Hydnocarpin",16,Aspergillus niger,0
1277,"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide",64,Enterococcus faecalis,1
155,"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",92,Influenza A virus,0
1210,Sucrose,89,Human immunodeficiency virus 1,0
1285,Undecyl beta-maltoside,121,Pseudomonas aeruginosa,1
1274,Trimethoxyflavone,171,Vibrio harveyi,1
616,Cyanidin,121,Pseudomonas aeruginosa,1
571,Chitosan,165,Trichophyton mentagrophytes,0
295,3-fluoroaniline,13,Aquifex aeolicus,0
933,Micafungin,121,Pseudomonas aeruginosa,1
815,Imazalil,97,Kocuria rhizophila,0
167,2(5H)-furanone,138,Staphylococcus capitis,0
869,L-fucose cluster,121,Pseudomonas aeruginosa,1
266,3-(2-Pyridinyl)alanine,37,Candida guiliermondi,0
1167,SMAP-29,22,Bacteroides,0
1055,Pa-MAP,67,Escherichia coli,1
368,5-(dibromomethylene)-3-(1-acetoxyethyl)-2(5H)-furanone,74,Geobacillus kaustophilus,0
1166,S6L3-33,151,Streptococcus mutans,1
646,Daclatasvir,82,Hepatitis C Virus,1
379,5-Fluorocytosine,64,Enterococcus faecalis,0
759,G10KHc,88,Human immunodeficiency virus,0
881,LL-31,58,Enteric bacteria and other eubacteria,0
442,Anthranilate,77,Hafnia paralvei,0
773,Genistein,25,Bacteroides uniformis,1
323,4-Chloro-2-fluoro-DL-phenylalanine,137,Staphylococcus aureus,1
554,Cefotiam,1,Achromobacter xylosoxidans,0
573,Chlorhexidine,151,Streptococcus mutans,1
356,4-methanesulfonylaniline,121,Pseudomonas aeruginosa,1
238,2-bromohexanoic acid,121,Pseudomonas aeruginosa,1
1167,SMAP-29,123,Pseudomonas fluorescens,0
118,"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",137,Staphylococcus aureus,1
852,Kanamycin,68,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0
107,(Z)-4-bromo-5-(bromomethylene)-3-methylfuran-2(5H)-one,91,Human respiratory syncytial virus B,0
926,Methyl eugenol,67,Escherichia coli,1
286,3-Methoxy-D-Phenylalanine,59,Enterobacter aerogenes,0
95,(RW)2-NH2,59,Enterobacter aerogenes,0
274,3-(Aminomethyl)-D-phenylalanine,143,Staphylococcus epidermis,1
1307,YC-1 compound,35,Candida dubliniensis,0
214,"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1
1261,Timolol,40,Candida spp.,0
994,NA8,7,Actinomyces oris,0
220,2-Hydroxychalcone,75,Haemophilus influenzae,1
567,Cerulenin,67,Escherichia coli,1
1207,Streptomycin,65,Enterococcus faecium,0
196,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(phenylthio)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1
1296,Verapamil,31,Burkholderia pseudomallei,0
398,6-hydroxyflavone,67,Escherichia coli,1
120,"1-(2-Chloroacetyl)-5-methylindoline-2,3-dione",129,Salmonella enterica,0
765,Gallium Nitrate,78,Halomonas pacifica,0
1258,Ticarcillin,155,Streptococcus pneumoniae serotype 4,0
653,Darunavir,88,Human immunodeficiency virus,1
307,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",84,Human herpesvirus 1,0
612,Coumarin,124,Pseudomonas japonica,0
248,"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",157,Streptococcus salivarius,0
856,L- K6L9,28,Burkholderia cenocepacia,0
487,Bifonazole,158,Streptococcus sanguinis,0
201,"2-(4-(Trifluoromethyl)phenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1
454,Avibactam,67,Escherichia coli,1
599,Clomocycline,67,Escherichia coli,1
253,"3,4-Dichloro-cinnamaldehyde",171,Vibrio harveyi,1
900,Lorazepam,34,Candida albicans,1
1155,S-(2-Aminoethyl)-L-cysteine hydrochloride,151,Streptococcus mutans,1
1156,S-(2-thiazoyl)-L-cysteine,148,Streptococcus epidermidis,0
14,(2-methyl-5-nitro-1H-imidazol-1-yl)methyl (2E)-3-phenylprop-2-enoate,34,Candida albicans,1
1326,alpha-mangostin,27,Baker's yeast,0
756,Fusidic Acid,137,Staphylococcus aureus,0
602,Cloxacillin,148,Streptococcus epidermidis,0
294,3-chloro-5-hydroxy-4-[(4-methylphenylsulfonyl)]-2(5H)-furanone,21,Bacillus subtilis,1
142,"1-{2-[(E)-2-[3,5-bis(trifluoromethyl)phenyl]ethenyl]-4-phenylquinolin-3-yl}ethan-1-one",137,Staphylococcus aureus,1
947,Myrrh oil,137,Staphylococcus aureus,1
1261,Timolol,106,Mycobacterium avium,0
893,Limonene,156,Streptococcus pyogenes,1
938,Monensin sodium salt,34,Candida albicans,1
667,Dibenzyl sulphide,20,Bacillus licheniformis,0
505,C16G2,151,Streptococcus mutans,1
1168,SP1,121,Pseudomonas aeruginosa,1
326,4-Ethylcatechol,67,Escherichia coli,1
749,Furanone F202,67,Escherichia coli,1
346,4-bromo-5-(dibromomethylene)-3-(1-acetoxyoethyl)-2(5H)-furanone,6,Actinobacillus actinomycetemcomitans,0
250,"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",138,Staphylococcus capitis,0
589,Ciprofloxacin lactate,67,Escherichia coli,1
665,Diazepam,34,Candida albicans,1
1216,Sulfadoxine,114,Plasmodium falciparum,1
113,"1,1,6,6,7,7-hexahydroxy-5,5-diisopropyl-3,3-dimethyl-2,2-binaphthalene-8,8-dicarbaldehyde",2,Acinetobacter baumannii,1
515,Cadmium Ion,121,Pseudomonas aeruginosa,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,137,Staphylococcus aureus,1
317,4-Acetamido-D-phenylalanine,137,Staphylococcus aureus,1
342,4-bromo-5-(bromomethylene)-3-(1-(2-(2-(2-azidoethoxy)ethoxy)ethoxy)butyl)-2(5H)-furanone,141,Staphylococcus cohnii,0
1364,p-Coumaric acid,52,Dengue Virus Type 2,0
1233,Tangerine oil,171,Vibrio harveyi,0
578,Chrysin,67,Escherichia coli,1
828,Ionic silver,137,Staphylococcus aureus,1
1051,P60.4Ac,111,Obesumbacterium proteus,0
1105,Pro-Gly,51,Cryptococcus neoformans,0
1253,Thiazolidinedione-8,34,Candida albicans,1
1250,Tetracycline,66,Enterococcus gallinarum,0
620,Cynarin,60,Enterobacter cancerogenus,0
888,Latamoxef,67,Escherichia coli,1
969,N-(4-Bromobenzylidene)benzohydrazide,151,Streptococcus mutans,1
736,Floxacillin,84,Human herpesvirus 1,0
1205,Stearic acid,170,Vibrio cholerae,1
1123,Quinolin-8-ol,155,Streptococcus pneumoniae serotype 4,0
704,Epigallocatechin,40,Candida spp.,0
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,121,Pseudomonas aeruginosa,1
170,"2,3-Dehydrosilybin",137,Staphylococcus aureus,1
1068,Penicillenol B2,137,Staphylococcus aureus,1
1152,Rufloxacin,116,Propionibacterium acnes,0
146,1010cys,116,Propionibacterium acnes,0
1116,Pyrogallol,60,Enterobacter cancerogenus,0
957,"N 3-(2-thienylcarbonyl)-4-bromo-1,5-dimethyl-1H-pyrazole-3-carbohydrazide",20,Bacillus licheniformis,0
229,2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,133,Shewanella oneidensis,0
81,"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",137,Staphylococcus aureus,1
68,(2Z)-N-hexyl-2-hydroxy-3-[4-(trifluoromethyl)phenyl]prop-2-enamide,143,Staphylococcus epidermis,0
138,1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,7,Actinomyces oris,1
87,(5Z)-4-Bromo-5-(bromomethylene)-3-butyl-2(5H)-furanone,67,Escherichia coli,1
986,"N1-(7-chloroquinolin-4-yl)octane-1,8-diamine",168,Vibrio anguillarum,0
141,1-{2-[(E)-2-(4-methoxyphenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,58,Enteric bacteria and other eubacteria,0
656,Delavirdine,3,Acinetobacter nosocomialis,0
971,N-(4-Morpholinyl)butanamide,147,Stenotrophomonas maltophilia,0
13,"(2-(4-chlorophenyl)- 4-{[(6-methyl-2-pyridinyl)amino]methylene}-1,3-oxazol- 5(4H)-one)",111,Obesumbacterium proteus,0
14,(2-methyl-5-nitro-1H-imidazol-1-yl)methyl (2E)-3-phenylprop-2-enoate,88,Human immunodeficiency virus,0
351,4-chloroaniline,7,Actinomyces oris,0
985,"N1-(7-chloroquinolin-4-yl)ethane-1,2-diamine",82,Hepatitis C Virus,0
488,Biphenyl,24,Bacteroides fragilis,0
1168,SP1,132,Serratia marcescens,0
829,Irinotecan,67,Escherichia coli,1
541,Cefamandole,101,Listeria monocytogenes serotype 4a,0
1219,Sulfamethazine,67,Escherichia coli,1
795,Hexachlorophene,169,Vibrio campbellii,0
403,7-fluoroindole,121,Pseudomonas aeruginosa,1
1322,alpha-Humulene,172,Vibrio parahaemolyticus,0
257,"3,5-Diiodotyrosine",140,Staphylococcus chromogenes,0
1177,Seg6D,87,Human herpesvirus 5,0
1306,Wheat bran,30,Burkholderia multivorans,0
1004,Nelfinavir,66,Enterococcus gallinarum,0
