drug_id,drug_name,microbe_id,microbe_name,label,strain_count,pubmed_count
193,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
193,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
193,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(4-methoxyphenyl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
194,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(ethylthio)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
194,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(ethylthio)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
194,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(ethylthio)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
195,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
195,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
195,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
196,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(phenylthio)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
196,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(phenylthio)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
196,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(phenylthio)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
197,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
197,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
197,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(pyridin-4-yl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
198,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
198,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
198,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
199,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-styryl-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
199,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-styryl-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
199,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-styryl-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
200,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2yl)-5-(4-nitrophenyl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
200,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2yl)-5-(4-nitrophenyl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
200,"2-(4,5-dibromo-1-methyl-1H-pyrrol-2yl)-5-(4-nitrophenyl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
201,"2-(4-(Trifluoromethyl)phenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1,1,1
202,"2-(4-Bromophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1,1,1
203,"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
203,"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
203,"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
204,"2-(4-Chlorophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1,1,1
205,"2-(4-Fluorophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1,1,1
206,"2-(4-Methoxyphenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",121,Pseudomonas aeruginosa,1,1,1
207,"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",149,Streptococcus gordonii,1,1,1
207,"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",151,Streptococcus mutans,1,1,1
207,"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",158,Streptococcus sanguinis,1,1,1
208,"2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-yl)phenol",121,Pseudomonas aeruginosa,1,1,1
208,"2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-yl)phenol",137,Staphylococcus aureus,1,2,1
208,"2-(5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-yl)phenol",148,Streptococcus epidermidis,1,1,1
209,2-(5-Bromo-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,121,Pseudomonas aeruginosa,1,1,1
210,2-(5-Chloro-2-(2-chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl)acetamide,67,Escherichia coli,1,1,1
211,2-(Aminomethyl)-L-phenylalanine,137,Staphylococcus aureus,1,1,1
211,2-(Aminomethyl)-L-phenylalanine,143,Staphylococcus epidermis,1,1,1
212,2-(Trifluoromethyl)-D-phenylalanine,137,Staphylococcus aureus,1,2,1
212,2-(Trifluoromethyl)-D-phenylalanine,143,Staphylococcus epidermis,1,1,1
213,"2-(hexylsulfonyl)-4-(1H-1,2,3-triazol-1-yl)pyrimidine",121,Pseudomonas aeruginosa,1,1,1
214,"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",121,Pseudomonas aeruginosa,1,1,1
214,"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",137,Staphylococcus aureus,1,2,1
214,"2-Benzyl-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",148,Streptococcus epidermidis,1,1,1
215,2-Carbamoylphenylalanine,137,Staphylococcus aureus,1,2,1
215,2-Carbamoylphenylalanine,143,Staphylococcus epidermis,1,1,1
216,2-Chloro-DL-Phenylalanine,143,Staphylococcus epidermis,1,1,1
217,2-Cyano-D-phenylalanine,143,Staphylococcus epidermis,1,1,1
218,2-Fluoro-L-phenylalanine,143,Staphylococcus epidermis,1,1,1
219,2-Hexylmaleic anhydride,129,Salmonella enterica,1,1,1
220,2-Hydroxychalcone,75,Haemophilus influenzae,1,3,1
221,2-Methoxy-4-propylphenol,67,Escherichia coli,1,1,1
222,2-Methoxy-D-Phenylalanine,137,Staphylococcus aureus,1,2,1
222,2-Methoxy-D-Phenylalanine,143,Staphylococcus epidermis,1,1,1
223,2-Methoxyhydroquinone,67,Escherichia coli,1,1,1
224,2-Nitro-cinnamaldehyde,168,Vibrio anguillarum,1,1,1
224,2-Nitro-cinnamaldehyde,170,Vibrio cholerae,1,1,1
224,2-Nitro-cinnamaldehyde,171,Vibrio harveyi,1,1,1
224,2-Nitro-cinnamaldehyde,173,Vibrio vulnificus,1,1,1
225,2-amino-3-(2-nitrophenyl)propanoic acid,143,Staphylococcus epidermis,1,1,1
226,2-amino-3-(3-chlorophenyl)propanoic acid,137,Staphylococcus aureus,1,2,1
226,2-amino-3-(3-chlorophenyl)propanoic acid,143,Staphylococcus epidermis,1,1,1
227,2-amino-3-(3-nitrophenyl)propanoic acid,137,Staphylococcus aureus,1,1,1
227,2-amino-3-(3-nitrophenyl)propanoic acid,143,Staphylococcus epidermis,1,1,1
228,2-amino-3-(4-methylbenzenesulfinyl)propanoic acid,7,Actinomyces oris,1,1,1
228,2-amino-3-(4-methylbenzenesulfinyl)propanoic acid,151,Streptococcus mutans,1,1,1
228,2-amino-3-(4-methylbenzenesulfinyl)propanoic acid,159,Streptococcus sanguis,1,1,1
229,2-amino-3-(prop-2-ene-1-sulfinyl)propanoic acid,151,Streptococcus mutans,1,1,1
230,2-amino-3-(propane-1-sulfinyl)propanoic acid,151,Streptococcus mutans,1,1,1
231,2-amino-4-chlorobenzoic acid,28,Burkholderia cenocepacia,1,2,1
231,2-amino-4-chlorobenzoic acid,30,Burkholderia multivorans,1,2,1
232,2-amino-5-methoxy-5-oxopentanoic acid,137,Staphylococcus aureus,1,1,1
232,2-amino-5-methoxy-5-oxopentanoic acid,143,Staphylococcus epidermis,1,1,1
233,2-amino-6-chlorobenzoic acid,28,Burkholderia cenocepacia,1,2,1
233,2-amino-6-chlorobenzoic acid,30,Burkholderia multivorans,1,2,1
234,2-amino-6-fluorobenzoic acid,28,Burkholderia cenocepacia,1,2,1
234,2-amino-6-fluorobenzoic acid,30,Burkholderia multivorans,1,2,1
235,2-amino-imidazole/ triazole conjugate,151,Streptococcus mutans,1,1,1
236,"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",137,Staphylococcus aureus,1,1,1
236,"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",142,Staphylococcus epidermidis,1,1,1
237,2-bromodecanoic acid,121,Pseudomonas aeruginosa,1,2,1
238,2-bromohexanoic acid,121,Pseudomonas aeruginosa,1,2,1
239,2-bromooctanoic acid,121,Pseudomonas aeruginosa,1,2,1
240,2-geranyloxy-1-(2-methylpropanoyl)phloroglucinol,137,Staphylococcus aureus,1,2,1
240,2-geranyloxy-1-(2-methylpropanoyl)phloroglucinol,142,Staphylococcus epidermidis,1,1,1
241,"2-geranyloxy-4,6-dihydroxybenzophenone",137,Staphylococcus aureus,1,2,1
241,"2-geranyloxy-4,6-dihydroxybenzophenone",142,Staphylococcus epidermidis,1,1,1
242,2-methoxy-cinnamaldehyde,168,Vibrio anguillarum,1,1,1
242,2-methoxy-cinnamaldehyde,173,Vibrio vulnificus,1,1,1
243,2-oxindole,121,Pseudomonas aeruginosa,1,1,1
244,2-phenylethane-1-SO-thioperoxol,7,Actinomyces oris,1,1,1
245,2C-4,151,Streptococcus mutans,1,1,1
246,"3,3-Diphenyl-D-alanine",143,Staphylococcus epidermis,1,1,1
247,"3,3-dimethyl-13-{7-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
247,"3,3-dimethyl-13-{7-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
248,"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
248,"3,3-dimethyl-13-{8-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
249,"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
249,"3,3-dimethyl-13-{9-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
250,"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",34,Candida albicans,1,1,1
250,"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",121,Pseudomonas aeruginosa,1,1,1
251,"3,4-Dichloro-5-[(1,3-dichloropropan-2-yloxy)]-2(5H)-furanone",21,Bacillus subtilis,1,1,1
252,"3,4-Dichloro-5-[(4-methylphenylsulfonyl)]-2(5H)-furanone",21,Bacillus subtilis,1,1,1
253,"3,4-Dichloro-cinnamaldehyde",170,Vibrio cholerae,1,1,1
253,"3,4-Dichloro-cinnamaldehyde",171,Vibrio harveyi,1,1,1
254,"3,4-Dichlorophenylalanine",143,Staphylococcus epidermis,1,1,1
255,"3,4-Dimethoxychalcone",75,Haemophilus influenzae,1,3,1
256,"3,5-Difluoro-dl-phenylalanine",143,Staphylococcus epidermis,1,1,1
257,"3,5-Diiodotyrosine",137,Staphylococcus aureus,1,2,1
257,"3,5-Diiodotyrosine",143,Staphylococcus epidermis,1,1,1
258,"3,5-Dimethyl benzyl dodecyl beta-maltoside",121,Pseudomonas aeruginosa,1,1,1
259,"3,5-dibromotyrosined",143,Staphylococcus epidermis,1,1,1
260,"3,5-dimethylaniline",121,Pseudomonas aeruginosa,1,1,1
261,3-(1-Naphthyl)-D-Alanine,137,Staphylococcus aureus,1,1,1
261,3-(1-Naphthyl)-D-Alanine,143,Staphylococcus epidermis,1,1,1
262,3-(2-Furyl)-D-alanine,137,Staphylococcus aureus,1,2,1
262,3-(2-Furyl)-D-alanine,143,Staphylococcus epidermis,1,1,1
263,"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",2,Acinetobacter baumannii,1,1,1
263,"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",121,Pseudomonas aeruginosa,1,1,1
263,"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",128,Salmonella Typhi,1,1,1
263,"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",129,Salmonella enterica,1,1,1
263,"3-(2-Furylmethyl)-2-{[(5-hydroxy-1H-pyrazol-3-yl)methyl]sulfanyl}-3,5,6,7-tetrahydro-4H-cyclopenta[4,5]thieno[2,3-d]pyrimidin-4-one",137,Staphylococcus aureus,1,1,1
264,3-(2-Naphthyl)-D-alanine,137,Staphylococcus aureus,1,2,1
264,3-(2-Naphthyl)-D-alanine,143,Staphylococcus epidermis,1,1,1
265,3-(2-Naphthyl)alanine,137,Staphylococcus aureus,1,1,1
265,3-(2-Naphthyl)alanine,143,Staphylococcus epidermis,1,1,1
266,3-(2-Pyridinyl)alanine,137,Staphylococcus aureus,1,2,1
267,3-(2-Thienyl)-D-alanine,137,Staphylococcus aureus,1,2,1
267,3-(2-Thienyl)-D-alanine,143,Staphylococcus epidermis,1,1,1
268,3-(2-Thienyl)alanine,137,Staphylococcus aureus,1,2,1
268,3-(2-Thienyl)alanine,143,Staphylococcus epidermis,1,1,1
269,3-(3-Pyridinyl)alanine,137,Staphylococcus aureus,1,2,1
269,3-(3-Pyridinyl)alanine,143,Staphylococcus epidermis,1,1,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,64,Enterococcus faecalis,1,5,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,65,Enterococcus faecium,1,4,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,66,Enterococcus gallinarum,1,1,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,67,Escherichia coli,1,1,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,121,Pseudomonas aeruginosa,1,1,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,137,Staphylococcus aureus,1,19,1
270,3-(3-fluorophenyl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,142,Staphylococcus epidermidis,1,10,1
271,3-(4-Pyridinyl)alanine,137,Staphylococcus aureus,1,1,1
271,3-(4-Pyridinyl)alanine,143,Staphylococcus epidermis,1,1,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,64,Enterococcus faecalis,1,5,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,65,Enterococcus faecium,1,4,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,66,Enterococcus gallinarum,1,1,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,67,Escherichia coli,1,1,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,121,Pseudomonas aeruginosa,1,1,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,137,Staphylococcus aureus,1,19,1
272,3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,142,Staphylococcus epidermidis,1,10,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,64,Enterococcus faecalis,1,5,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,65,Enterococcus faecium,1,4,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,66,Enterococcus gallinarum,1,1,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,67,Escherichia coli,1,1,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,121,Pseudomonas aeruginosa,1,1,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,137,Staphylococcus aureus,1,19,1
273,3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,142,Staphylococcus epidermidis,1,10,1
274,3-(Aminomethyl)-D-phenylalanine,143,Staphylococcus epidermis,1,1,1
275,3-(Trifluoromethyl)phenylalanine,137,Staphylococcus aureus,1,1,1
275,3-(Trifluoromethyl)phenylalanine,143,Staphylococcus epidermis,1,1,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,64,Enterococcus faecalis,1,5,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,65,Enterococcus faecium,1,4,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,66,Enterococcus gallinarum,1,1,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,67,Escherichia coli,1,1,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,121,Pseudomonas aeruginosa,1,1,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,137,Staphylococcus aureus,1,19,1
276,3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,142,Staphylococcus epidermidis,1,10,1
277,"3-Amino-4-(2,4-difluorophenyl)-2-butanone",137,Staphylococcus aureus,1,1,1
277,"3-Amino-4-(2,4-difluorophenyl)-2-butanone",143,Staphylococcus epidermis,1,1,1
278,3-Bromophenylalanine,143,Staphylococcus epidermis,1,1,1
279,3-Carbamoylphenylalanine,137,Staphylococcus aureus,1,1,1
279,3-Carbamoylphenylalanine,143,Staphylococcus epidermis,1,1,1
280,3-Chloro-5-[(2-chloroethoxy)]-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,21,Bacillus subtilis,1,1,1
281,3-Chlorotyrosine,137,Staphylococcus aureus,1,1,1
281,3-Chlorotyrosine,143,Staphylococcus epidermis,1,1,1
282,3-Fluoro-DL-phenylalanine,137,Staphylococcus aureus,1,1,1
282,3-Fluoro-DL-phenylalanine,143,Staphylococcus epidermis,1,1,1
283,3-Hydroxyphenylalanine,137,Staphylococcus aureus,1,2,1
283,3-Hydroxyphenylalanine,143,Staphylococcus epidermis,1,1,1
284,3-Hydroxytyrosine,137,Staphylococcus aureus,1,1,1
285,3-Iodotyrosine,137,Staphylococcus aureus,1,1,1
285,3-Iodotyrosine,143,Staphylococcus epidermis,1,1,1
286,3-Methoxy-D-Phenylalanine,137,Staphylococcus aureus,1,1,1
286,3-Methoxy-D-Phenylalanine,143,Staphylococcus epidermis,1,1,1
287,3-Methoxychalcone,75,Haemophilus influenzae,1,3,1
288,3-Methyl-D-phenylalanine,137,Staphylococcus aureus,1,2,1
288,3-Methyl-D-phenylalanine,143,Staphylococcus epidermis,1,1,1
289,3-Nitro-D-tyrosine,137,Staphylococcus aureus,1,2,1
289,3-Nitro-D-tyrosine,143,Staphylococcus epidermis,1,1,1
290,3-Nitrophenylalanine,137,Staphylococcus aureus,1,2,1
290,3-Nitrophenylalanine,143,Staphylococcus epidermis,1,1,1
291,3-[(prop-2-ene-1-sulfinyl)sulfanyl]prop-1-ene,151,Streptococcus mutans,1,1,1
291,3-[(prop-2-ene-1-sulfinyl)sulfanyl]prop-1-ene,159,Streptococcus sanguis,1,1,1
292,3-bromo-5-methoxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,21,Bacillus subtilis,1,1,1
293,3-chloro-5-hydroxy-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,21,Bacillus subtilis,1,1,1
294,3-chloro-5-hydroxy-4-[(4-methylphenylsulfonyl)]-2(5H)-furanone,21,Bacillus subtilis,1,1,1
295,3-fluoroaniline,121,Pseudomonas aeruginosa,1,1,1
296,3-geranyl-1-(2-methylbutanoyl)phloroglucinol,137,Staphylococcus aureus,1,2,1
296,3-geranyl-1-(2-methylbutanoyl)phloroglucinol,142,Staphylococcus epidermidis,1,1,1
297,3-geranyl-1-(2-methylpropanoyl)phloroglucinol,137,Staphylococcus aureus,1,2,1
297,3-geranyl-1-(2-methylpropanoyl)phloroglucinol,142,Staphylococcus epidermidis,1,1,1
298,3-hexyl-4-bromo-5-methylene-2(5H)-furanone,129,Salmonella enterica,1,1,1
299,3-hexyl-5-bromomethylene-2(5H)-furanone,129,Salmonella enterica,1,1,1
300,3-hydroxychalcone,75,Haemophilus influenzae,1,3,1
301,3-indolylacetonitrile,121,Pseudomonas aeruginosa,1,1,1
302,3-oxo-C6-HSL,10,Aeromonas sobria,1,1,1
302,3-oxo-C6-HSL,131,Serratia liquefaciens,1,1,1
303,3-oxo-C8-HSL,76,Hafnia alvei,1,1,1
304,3-tetra- decanoyltetronic,137,Staphylococcus aureus,1,4,1
305,3-tetradecanoylthiotetronic,137,Staphylococcus aureus,1,4,1
306,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine",137,Staphylococcus aureus,1,1,1
306,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine",151,Streptococcus mutans,1,1,1
307,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",117,Proteus mirabilis,1,1,1
307,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",137,Staphylococcus aureus,1,1,1
307,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(2-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",151,Streptococcus mutans,1,1,1
308,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",117,Proteus mirabilis,1,1,1
308,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",137,Staphylococcus aureus,1,1,1
308,"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-N-(3-fluorophenyl)-5-methylidene-2,5-dihydrofuran-2-amine",151,Streptococcus mutans,1,1,1
309,3beta-Hydroxyolean-12-en-28-al 3-p-coumarate,121,Pseudomonas aeruginosa,1,1,1
310,"4 alpha, 5 alpha-epoxy-10 alpha, 14H-1-epi-inuviscolide",34,Candida albicans,1,1,1
