Drug,Microbe,Label,Drug_ID,Microbe_ID
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",Staphylococcus aureus,1,195,141
2- geranyloxy-1-(2-methylbutanoyl)phloroglucinol,Staphylococcus aureus,1,178,141
Butein,Staphylococcus capitis,0,498,142
4-Iodo-d-phenylalanine,Mycobacterium avium,0,334,110
Ciprofloxacin,Haemophilus influenzae,1,590,78
Hydnocarpin D,Aggregatibacter actinomycetemcomitans,0,810,11
Garlic extract,Staphylococcus capitis,0,775,142
Hetacillin,Streptococcus pneumoniae,1,800,158
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-6-methoxy-quinolin-3-yl)-2-propen-1-one",Pseudomonas libaniensis,0,19,129
cat-AGE-RK2,Staphylococcus aureus,1,1351,141
Indole,Pseudomonas aeruginosa,1,827,125
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)dodecanamide",Vibrio anguillarum,0,967,173
Micafungin,Bacillus anthracis,0,939,18
Cinoxacin,Haemophilus influenzae,1,589,78
beta-6-20-G3K6,Pseudomonas fluorescens,0,1344,127
Cefditoren,Clostridium perfringens ,1,544,48
Sanguinarine,Escherichia coli,0,1182,69
Trimethyl(3-{4-[3-(trimethylphosphaniumyl)propoxy]phenoxy}propyl)phosphanium dibromide,Burkholderia thailandensis,0,1291,32
"(2R)-2-amino-3-(2,3-dihydro-1H-inden-2-yl)propanoic acid",Staphylococcus aureus,1,41,141
Norgestimate,Human herpesvirus 4,0,1029,89
Nitazoxanide ,Candida dubliniensis,0,1021,35
Di-MB-LF11-215,Proteus vulgaris,0,667,122
"(5Z)-2-(1,1-dichloro-7-methyloctyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Serratia marcescens,0,82,136
Ribavirin,Influenza A virus ,1,1151,95
Telithromycin,Enterobacter ludwigi,0,1254,64
Epicatechin,Bacteroides uniformis,0,706,25
"(10R,11R)-Hydnocarpin D",Gardnerella vaginalis,0,2,76
Cefadroxil,Streptococcus pneumoniae,1,538,158
trans-Resveratrol,Dihydropteroate synthase type-1,0,1392,55
Vidarabine,Human herpesvirus 1 ,1,1312,87
Didanosine,Human immunodeficiency virus 1,1,678,92
"2,4-Dichlorophenylalanine",Klebsiella pneumoniae,0,173,99
Norspermidine,Pseudomonas aeruginosa,1,1031,125
Vancomycin,Human immunodeficiency virus 1,0,1307,92
Cefacetrile,Escherichia coli,1,536,69
Tioconazole,Influenza A virus ,0,1275,95
Dodecyl beta-maltoside,Trichophyton mentagrophytes,0,690,170
5-(dibromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Trueperella pyogenes,0,369,171
"N-(6-tert-butyl-2,3-dihydro- 2-methylpyridazin-4-yl)-5-chlorothiophene-2-carbohydrazide",Pseudomonas japonica,0,982,128
Zinc Dichloride,Streptococcus oralis,0,1329,156
Cefepime ,Escherichia coli,1,546,69
Coladonin,Streptomyces rubiginosus,0,609,166
Cefalotin,Streptomyces sp. ,1,540,167
Titanium dioxide,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC),0,1278,71
3-Carbamoylphenylalanine,Proteus mirabilis,0,279,121
Cephaloglycin,Geobacillus kaustophilus,0,567,77
Terpinene-4-ol,Salmonella enterica,0,1258,133
N-(4-Morpholinyl)butanamide,Aquifex aeolicus,0,978,13
4-nitropyridine N -oxide,Influenza B virus,0,359,96
"2-bromo-4-methyl-6-(3,4,5-tribromo-1H-pyrrole-2-carbonyl)phenol",Thermus thermophilus,0,236,168
Silver nanoparticles,Candida albicans,1,1194,34
Novobiocin,Staphylococcus aureus,1,1032,141
Aminocyclopropane,Enteric bacteria and other eubacteria ,0,432,60
Ciprofloxacin,Haemophilus influenzae,1,590,78
Neohesperidin,Pseudomonas libaniensis,0,1013,129
Trovafloxacin,Haemophilus influenzae,1,1294,78
Metronidazole,Helicobacter pylori ,1,937,82
5-(dibromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Pantoea agglomerans,0,369,116
Azithromycin,Streptococcus oralis,0,456,156
5-(dibromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Trichophyton mentagrophytes,0,369,170
Moxifloxacin,Haemophilus influenzae,1,945,78
"2-(4-Chlorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Staphylococcus aureus,1,203,141
Rimantadine,Influenza A virus ,1,1157,95
Econazole,Streptococcus mutans,1,694,155
12-hydroxy decyl beta-maltose,Human herpesvirus 3,0,149,88
Indol AHL,Actinoplanes missouriensis,0,826,8
"2-geranyloxy-4,6-dihydroxybenzophenone",Staphylococcus aureus,1,241,141
5-Fluorocytosine,Candida albicans,1,379,34
Bacalin hydrate,Enterobacter cloacae,0,464,63
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Staphylococcus aureus,1,117,141
Cefonicid,Streptococcus mutans,0,550,155
Imperatorin,Streptococcus pyogenes,0,823,160
D-LL-37,Enterococcus gallinarum,0,636,68
Kojic acid,Mycobacterium avium,0,861,110
Silver Ion,Pseudomonas aeruginosa,1,1192,125
Enfuvirtide,Human immunodeficiency virus 1,1,703,92
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,273,141
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Enterococcus gallinarum,1,273,68
Silver nitrate,Pseudomonas putida,0,1196,130
CSP,Streptococcus gordonii,1,512,153
Linalool,Acinetobacter baumannii,1,900,2
Amphotericin B,Salmonella enterica,0,436,133
3-(4-Pyridinyl)alanine,Eggerthella lenta,0,271,57
Hamamelitannin,Vibrio vulnificus,0,794,178
Demeclocycline,Escherichia coli,1,663,69
Pefloxacin,Haemophilus influenzae,1,1070,78
Amikacin disulfate salt,Aquifex aeolicus,0,431,13
Penicillin G,Listeria monocytogenes,1,1081,104
"2-(4-Chlorophenyl)-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)acetamide",Clostridium leptum,0,204,45
Hinokitiol,Candida guiliermondi,1,804,37
Cefotaxime,Streptococcus pneumoniae,1,553,158
Pefloxacin,Haemophilus influenzae,1,1070,78
"N-(1,3-Thiazol-2-yl)butanamide",Pseudomonas aeruginosa,1,970,125
2-amino-3-(3-nitrophenyl)propanoic acid,Pseudomonas chlororaphis,0,227,126
Trovafloxacin,Haemophilus influenzae,1,1294,78
Indolicidin,Enteric bacteria and other eubacteria,0,833,59
Rufloxacin,Burkholderia cepacia,0,1161,29
Myrrh oil,Aggregatibacter actinomycetemcomitans,0,954,11
Cinoxacin,Haemophilus influenzae,1,589,78
"4-Phenyl-N-((2R,3R,4S,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)butanamide",Firmicutes,0,340,73
(2E)-1-(5-clorotiophen-2-yl)-3-(3-methoxy-4-benzyloxi-phenyl)-2-propen-1-one,Citrobacter freundii,0,29,43
C16G2,Streptococcus sanguinis,1,505,162
Pentamethoxyflavone,Cryptococcus neoformans,0,1083,52
Ethylenediametetraacetic acid,Listeria monocytogenes,1,724,104
4-nitropyridine N -oxide,Burkholderia cenocepacia,1,359,28
Clary sage,Acinetobacter sp.,0,596,5
Avermectin B1a,Candida albicans,1,453,34
Aciclovir,Varicella-zoster virus,1,420,172
Sorbitol,Actinoplanes missouriensis,1,1210,8
Enoxacin,Haemophilus influenzae,1,704,78
Pefloxacin,Haemophilus influenzae,1,1070,78
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-octanamidotetrahydro-2H-pyran-2,4,5-triyl triacetate",Shewanella oneidensis,0,67,137
Tangeretin,Geobacillus kaustophilus,0,1243,77
Thymol,Candida tropicalis,0,1270,41
Sulfanilamide,Schistosoma,0,1233,134
7-methoxyindole,Staphylococcus epidermis,0,407,147
LL-37,Pseudomonas aeruginosa,1,888,125
Penicillic acid,Enterobacter aerogenes,0,1080,61
Sinefungin,Actinoplanes missouriensis,0,1202,8
"3,5-Difluoro-dl-phenylalanine",Trueperella pyogenes,0,256,171
Micafungin,Pseudomonas aeruginosa,1,939,125
Tazobactam,Aspergillus fumigatus,0,1247,15
Umbelliferone,Escherichia coli,1,1298,69
4-dimethyl-amino-cinnamaldehyde,Vibrio vulnificus,1,353,178
"(5E)-5-dodecylidene-1,3-thiazolidine-2,4-dione",Candida albicans,1,73,34
Hinokitiol,Candida glabrata,1,804,36
Esculentin,Pseudomonas aeruginosa,1,714,125
Metronidazole,Fusarium solani,0,937,75
"(10R,11R)-Hydnocarpin D",Gardnerella vaginalis,0,2,76
Desipramine,Aquifex aeolicus,1,665,13
Sulfalene,Plasmodium falciparum,1,1227,118
Myristoyl-DL-carnitine,Pseudomonas aeruginosa,1,953,125
Chrysophsin-1,Human herpesvirus 3,0,582,88
Sinensetin,Escherichia coli,1,1203,69
Butein,Haemophilus influenzae,1,498,78
Betulinic acid,Acinetobacter baumannii,0,485,2
Stilbene,Escherichia coli,1,1215,69
Propanol,Raoultella ornithinolytica,0,1116,131
Avibactam,Escherichia coli,1,454,69
4-Bromo-D-phenylalanine,Candida parapsilosis,0,322,39
Ephedrine,Mycobacterium avium,0,705,110
"(1R,2S,7R,8R)-2,18-diacetoxyasperdiol",Mycobacterium leprae,0,7,111
4-hydroxy coumarin,Corynebacterium ammoniagenes,0,355,50
Ivalin,Candida albicans,1,849,34
Phosphate,Pseudomonas putida,0,1096,130
Paromomycin ,Helicobacter pylori ,0,1068,82
Djenkolic acid,Actinomyces oris,1,689,7
Erythromycin,Edwardsiella tarda,0,713,56
2-(2-(2-Azidoacetamido)-5-fluorophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,Human herpesvirus 1 ,0,182,87
Indole-3-carboxyaldehyde,Human respiratory syncytial virus B,0,831,94
Cefprozil,Streptococcus pneumoniae serotype 4,1,559,159
Miconazole,Candida albicans,1,940,34
Pivampicillin,Baker's yeast,0,1104,27
Autoinducer-2,Porphyromonas gingivalis,0,452,119
Meropenem,Cryptococcus neoformans,0,927,52
Carabrol,Geobacillus kaustophilus,0,522,77
L-Aspartate,Staphylococcus chromogenes,1,866,144
Azlocillin,Clostridium perfringens ,1,457,48
Aciclovir,Haemophilus influenzae,0,420,78
Cefuroxime,Listeria monocytogenes,1,565,104
Capreomycin,Mycobacterium tuberculosis,1,521,113
7-hydroxyindole,Neisseria gonorrhoeae,0,406,114
"(2E)-1-(3 ,4 -dimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Streptococcus mutans,1,25,155
3-(4-fluorophenyl)-5-(3-ethoxy- 4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus aureus,1,273,141
4-Benzoylphenylalanine,Staphylococcus equorum,0,319,148
2-Hydroxychalcone,Haemophilus influenzae,1,220,78
Meropenem,Bacteroides eggerthii,0,927,23
"4-Fluoro-(S)-4,5-Dihydroxypentane-2,3-dione",Vibrio harveyi,1,328,176
D-Citrulline,Staphylococcus epidermis,1,633,147
(2-{[(2-phenylethyl)sulfanyl]sulfinyl}ethyl)benzene,Shigella flexneri,0,15,138
Phosphate,Klebsiella planticola,0,1096,98
Neohesperidin,Enterococcus faecium,0,1013,67
7P-AC,Staphylococcus epidermidis,1,410,146
Oxantel,Bacillus licheniformis,0,1053,20
Cefalotin,Escherichia coli,1,540,69
4-Hydroxychalcone,Vibrio vulnificus,0,333,178
14-Glycinyl andrographolide hydrochloride,Vibrio vulnificus,0,161,178
Gatifloxacin,Haemophilus influenzae,0,776,78
6-Amino Penicillinic acid,Streptococcus mutans,1,388,155
Telithromycin,Enteric bacteria and other eubacteria,1,1254,59
Sulfamethazine,Escherichia coli,1,1229,69
Glycomonoterpenes (G-citral),Vibrio cholerae,1,785,175
Doripenem,Staphylococcus aureus,1,692,141
3-Methoxy-D-Phenylalanine,Staphylococcus chromogenes,0,286,144
Fosamprenavir,Human immunodeficiency virus 1,1,746,92
3-(Trifluoromethyl)phenylalanine,Staphylococcus epidermis,1,275,147
Sulfadiazine,Plasmodium falciparum,1,1224,118
Diterpene phytol,Pseudomonas aeruginosa,1,688,125
Lomefloxacin,Haemophilus influenzae,1,904,78
Penicillenol B2,Serratia liquefaciens,0,1077,135
N-Acetylcysteine,Staphylococcus aureus,1,984,141
Penicillenol B2,Candida albicans,1,1077,34
Levofloxacin,Haemophilus influenzae,1,897,78
Gentamicin,Candida albicans,0,779,34
Ethylene glycol tetraacetic acid,Candida dubliniensis,0,723,35
TZD-C8,Pseudomonas fluorescens,0,1241,127
5-Chloroindole,Pseudomonas aeruginosa,1,378,125
(2R)-2-amino-3-phenylmethanesulfinylpropanoic acid,Streptococcus sanguinis,0,47,162
Rosmarinic acid,Aeromonas hydrophila,1,1159,9
S-(4-tolyl)-L-cysteine,Influenza B virus ,0,1167,97
G10KHc,Bacteroides uniformis,0,764,25
4-(2-methybutyryl)-4H-tomentosin,Candida albicans,1,313,34
Flucloxacillin,Clostridium perfringens ,1,742,48
Thymol,Bacillus anthracis,0,1270,18
4-Iodo-d-phenylalanine,Schistosoma,0,334,134
Carbonyl cyanide m-chlorophenylhydrazone,Shewanella oneidensis,0,524,137
3-Iodotyrosine,Enterococcus gallinarum,0,285,68
Baicalin,Propionibacterium acnes,0,469,120
"5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-thiol",Pseudomonas aeruginosa,1,367,125
Ferric chloride,Burkholderia thailandensis,0,734,32
Sulfadiazine,Achromobacter xylosoxidans,0,1224,1
Limonene,Geobacillus kaustophilus,0,899,77
(2R)-2-amino-3-[(4-methylphenyl)methanesulfinyl]propanoic acid,Streptococcus mutans,1,46,155
Ceftazidime,Streptococcus pneumoniae,1,560,158
"N 3-(2-thienylcarbonyl)-4-bromo-1,5-dimethyl-1H-pyrazole-3-carbohydrazide",Edwardsiella tarda,0,964,56
BMAP-27,Mycobacterium leprae,0,460,111
L-tryptophan,Vibrio vulnificus,1,878,178
2-amino-4-chlorobenzoic acid,Bacteroides fragilis,0,231,24
Streptomycin,Staphylococcus aureus,1,1216,141
Bromohexylmaleic anhydride,Streptococcus oralis,0,494,156
"14,15,29,30-Tetrahydro-5H,20H-dibenzo[h,s]bis([1,2,3]triazolo)[5,1-c:5_,1_-n][1,4,7,12,15,18]hexaazacyclodocosine-6,12,13,21,27,28(7H,22H)-hexaone",Pseudomonas aeruginosa,1,160,125
(2S)-2-amino-4-bromopent-4-enoic acid,Staphylococcus aureus,1,55,141
Phenoxymethylpenicillin,Human herpesvirus 5,0,1091,90
3-Nitrophenylalanine,Staphylococcus aureus,1,290,141
1-(4-chlorophenyl)-3-m-tolyurea,Streptococcus mutans,1,124,155
Ciprofloxacin lactate,Escherichia coli,1,591,69
Catechin,Vibrio parahaemolyticus,0,531,177
Thonzonium bromide,Chromobacterium violaceum,0,1269,42
Azlocillin,Listeria monocytogenes,1,457,104
Oxytetracycline,Escherichia coli,1,1056,69
1-(4-methoxyphenyl)-3-m-tolyurea,Streptococcus mitis,0,126,154
"1-{6-nitro-4-phenyl-2-[(E)-2-(3,4,5-trimethoxyphenyl)ethenyl]quinolin-3-yl}ethan-1-one",Escherichia coli,1,144,69
Enoxacin,Haemophilus influenzae,1,704,78
2-amino-6-chlorobenzoic acid,Burkholderia multivorans,1,233,30
2-(2-(2-Azidoacetamido)-5-nitrophenyl)-2-oxo-N-(prop-2-yn-1-yl)acetamide,Hepatitis C virus,0,184,86
NRC-16,Pseudomonas aeruginosa,1,1003,125
Isoliquiritigenin,Haemophilus influenzae,1,841,78
Oxacillin,Streptococcus pneumoniae,1,1052,158
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Schistosoma,0,81,134
N -[(3-chloro-isoquinolin-4-yl)methylene] benzohydrazide,Raoultella ornithinolytica,0,963,131
Imipenem,Escherichia coli,1,822,69
Norpinguisone,Aspergillus fumigatus,0,1030,15
Anthranilate,Salmonella enterica,1,442,133
Hesperetin,Thermus thermophilus ,0,798,169
Penicillenol B2,Pseudomonas aeruginosa,1,1077,125
7-Bicyclic brominated furanones,Streptococcus sanguis,0,399,163
LL-37,Acinetobacter baumannii,1,888,2
Atazanavir,Human immunodeficiency virus 1,1,449,92
N-(2-oxothiolan-3-yl)butanamide,Hepatitis B virus D,0,974,83
Kaempherol,Trueperella pyogenes,0,857,171
2-amino-6-chlorobenzoic acid,Enterobacter cloacae,0,233,63
2-(2-Thienylsulfonyl)ethanethioamide,Vibrio vulnificus,1,190,178
Toremifene,Candida albicans,1,1282,34
2-Cyano-D-phenylalanine,Clostridium perfringens,0,217,47
4-Hydroxychalcone,Gardnerella vaginalis,0,333,76
Cefalonium,Listeria monocytogenes,1,539,104
Phylloseptin-1,Staphylococcus aureus,1,1098,141
N-Acetylcysteine,Coagulase- negative staphylococci,1,984,49
Esculin hydrate,Desulfovibrio africanus,0,717,54
"(5E)-5-hexylidene-1,3-thiazolidine-2,4-dione",Aspergillus fumigatus,0,74,15
Amprenavir,Enterobacter cloacae,0,438,63
Ginger oil,Candida krusei,0,781,38
"L-744,832",Micrococcus luteus,0,865,108
Pefloxacin,Haemophilus influenzae,1,1070,78
RK-19,Burkholderia pseudomallei,1,1138,31
2-Hexylmaleic anhydride,Salmonella enterica,1,219,133
Trovafloxacin,Haemophilus influenzae,1,1294,78
Framycetin,Escherichia coli,1,749,69
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-nitrophenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Streptococcus salivarius,0,118,161
5-fluoroindole,Neisseria gonorrhoeae,0,384,114
N -(5-bromo-2-hydroxy-benzylidene)benzohydrazide,Staphylococcus aureus,1,961,141
BisEDT-RIP,Clostridium perfringens ,0,490,48
L-Canavanine,Burkholderia cenocepacia,1,867,28
Indinavir,Human immunodeficiency virus,1,824,91
Tellurite,Enteric bacteria and other eubacteria ,0,1255,60
Epigallocatechin Gallate,Staphylococcus epidermidis,1,710,146
Fusidic Acid,Salmonella Typhi,1,761,132
"(2E)-1-(3 ,4 ,5 -trimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Actinoplanes missouriensis,0,24,8
Aspirin,Candida albicans,1,448,34
(2R)-2-amino-5-(1-nitrocarbamimidamido)pentanoic acid,Clostridium leptum,0,49,45
Methacycline,Enteric bacteria and other eubacteria,1,929,59
faropenem medoxomil,Bacillus amyloliquefaciens,0,1366,17
Cyanidin,Firmicutes,0,620,73
Indole,Escherichia coli,1,827,69
Titanium dioxide,Pseudomonas chlororaphis,0,1278,126
Telekin,Citrobacter freundii,0,1253,43
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus epidermidis,1,272,146
p-Coumaric acid,Firmicutes,0,1379,73
Diphenyl disulphide,Staphylococcus equorum,0,684,148
"N-(5-Methyl-1,2-oxazol-3-yl)butanamide",Burkholderia thailandensis,0,981,32
Cefalotin,Clostridium perfringens ,1,540,48
(2R)-2-amino-6-acetamidohexanoic acid,Enterobacter cancerogenus,0,50,62
Dicloxacillin,Streptococcus pneumoniae,1,676,158
Elliptophenone A,Staphylococcus aureus,1,699,141
Lemon,Bacillus cereus,1,895,19
2-Methoxy-4-propylphenol,Streptococcus sobrinus,0,221,164
Bevirimat,Streptococcus mutans,0,486,155
L-Tyrosine,Staphylococcus aureus,1,872,141
prop-2-ene-1-SO-thioperoxol,Bacillus anthracis,0,1387,18
"(5Z)-2-(1,1-dichlorobut-3-yn-1-yl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Bacillus cereus,0,83,19
Epigallocatechin Gallate,Pseudomonas japonica,1,710,128
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-chlorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Hepatitis C virus,0,59,86
Bacampicillin,Clostridium perfringens ,1,465,48
Cefuroxime,Clostridium perfringens ,1,565,48
Phenyl-arginine-b-naphthylamide,Clostridium leptum,0,1092,45
Penicillenol B2,Staphylococcus aureus,1,1077,141
(2R)-2-amino-3-[(4-chlorophenyl)methanesulfinyl]propanoic acid,Clostridium bacilli,0,45,44
Cobalt Ion,Hepatitis B virus D,0,608,83
Ertapenem,Escherichia coli,1,711,69
DiHydroxyBenzoFuran,Staphylococcus aureus,1,669,141
alpha-mangostin,Streptomyces rubiginosus,0,1341,166
Pivampicillin,Clostridium perfringens ,1,1104,48
Teichoplanin,Dengue Virus Type 2,0,1250,53
Esculin hydrate,Thermus thermophilus,0,717,168
K4-S4,Streptococcus mutans,1,851,155
4-Chlorochalcone,Kocuria rhizophila,0,324,101
Clove oil,Pseudomonas aeruginosa,1,605,125
S-ethyl-L-cysteine,Streptococcus sanguis,1,1170,163
Rifabutin,Escherichia coli,1,1152,69
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Escherichia coli,1,139,69
Thiophenone TF101,Escherichia coli,1,1268,69
Psoralen,Candida krusei,0,1121,38
Avermectin B1a,Human herpesvirus 4,0,453,89
Methyl gallate,Enterococcus faecalis,1,933,66
Zeaxanthin,Aspergillus niger,0,1326,16
Pefloxacin,Haemophilus influenzae,1,1070,78
Anidulafungin,Aspergillus niger,1,439,16
Furanone-3,Enterobacter cancerogenus,0,756,62
Ceftazidime,Pseudomonas aeruginosa,1,560,125
Mustard oil,Serratia liquefaciens,0,949,135
Furanone-8,Vibrio anguillarum,0,759,173
"(E)-1-[6-[(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)methyl]-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl]-3-phenyl-2-propen-1-one",Bacillus subtilis,0,88,21
Bedaquiline,Mycobacterium tuberculosis,1,470,113
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Staphylococcus epidermidis,1,272,146
K4-S4,Raoultella ornithinolytica,0,851,131
Latamoxef,Escherichia coli,1,894,69
Amantadine,Influenza A virus ,1,429,95
"(2S,3R,4S,5S,6R)-6-(Acetoxymethyl)-3-(2-(4-fluorophenyl)acetamido)tetrahydro-2H-pyran-2,4,5-triyl triacetate",Actinoplanes missouriensis,0,60,8
Aztreonam,Bacillus subtilis,1,458,21
Mezlocillin,Streptococcus pneumoniae,1,938,158
Cecropin B,Vibrio harveyi,0,535,176
Ribavirin,Influenza A virus ,1,1151,95
N-Decanoyl cyclopentylamide,Hepatitis C Virus ,0,985,85
Dodecyl beta-maltoside,Haemophilus influenzae,0,690,78
5-Fluorouracil,Pseudomonas aeruginosa,1,380,125
Cefoperazone,Pseudomonas aeruginosa,1,551,125
Amantadine,Influenza A virus ,1,429,95
FV7,Escherichia coli,1,731,69
Dapsone,Mycobacterium leprae,1,656,111
N-Acetylcysteine,Coagulase- negative staphylococci,1,984,49
4-Ethylcatechol,Acinetobacter nosocomialis,0,326,3
Fleroxacin,Haemophilus influenzae,1,740,78
Alexidine dihydrochloride,Candida albicans,1,425,34
N-[5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-(4-methoxyphenyl)propanamide,Staphylococcus epidermis,0,989,147
5-fluorooxiindole,Enterococcus gallinarum,0,385,68
Sulfamethizole,Escherichia coli,1,1230,69
Merimepodib,Streptococcus epidermidis,0,926,152
Cefotiam,Listeria monocytogenes,1,555,104
Lomefloxacin,Haemophilus influenzae,1,904,78
D-2-aminoadipic acid,Staphylococcus epidermis,1,628,147
4-fluoroindole,Acinetobacter baumannii,0,354,2
Gemifloxacin,Haemophilus influenzae,1,777,78
3-Carbamoylphenylalanine,Staphylococcus cohnii,0,279,145
Zidovudine,Human immunodeficiency virus 1,1,1327,92
Resveratrol,Pseudomonas aeruginosa,1,1148,125
Moxifloxacin,Mycobacterium avium,1,945,110
Ertapenem,Haemophilus influenzae,1,711,78
Vanillylacetone,Pseudomonas aeruginosa,1,1310,125
Azithromycin,Pseudomonas aeruginosa,1,456,125
S-OSIP108,Thermus thermophilus ,0,1168,169
LL-25,Candida guiliermondi,0,886,37
Penicillic acid,Streptococcus sobrinus,0,1080,164
Citral,Cronobacter sakazakii,1,593,51
Dimethyl Sulfoxide,Pseudomonas aeruginosa,1,682,125
Rifampicin,Escherichia coli,1,1154,69
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Salmonella enterica,1,101,133
Pefloxacin ,Enteric bacteria and other eubacteria,0,1071,59
Cefalotin,Aspergillus niger,0,540,16
Clomocycline,Enteric bacteria and other eubacteria,1,603,59
12-methyltetradecanoic acid,Pseudomonas aeruginosa,1,150,125
"(2R)-2-amino-3-(2,3-dihydro-1H-inden-2-yl)propanoic acid",Pseudomonas chlororaphis,0,41,126
Quinine,Streptomyces sp. ,0,1130,167
Myristoyl-DL-carnitine,Bacillus cereus,0,953,19
3-(4-fluorophenyl)-5-(3-(allyloxy)-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Enterococcus faecalis,1,272,66
Curcumin,Edwardsiella tarda,0,619,56
Sulfisoxazole ,Human herpesvirus 4,0,1237,89
Rifalazil,Escherichia coli,1,1153,69
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(methylthio)-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,195,125
L-Phenylalanine-L-Lysine,Thermus thermophilus ,0,871,169
Chlorhexidine acetate,Raoultella ornithinolytica,0,576,131
Cefamandole,Lactobacillus fermenti,0,541,102
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-6-methoxy-quinolin-3-yl)-2-propen-1-one",Staphylococcus aureus,1,19,141
Benzalacetone,Hafnia paralvei,0,471,80
Doxycycline,Escherichia coli,1,693,69
Aceroside VIII,Pseudomonas japonica,0,417,128
Ceftazidime,Burkholderia pseudomallei,1,560,31
Chitosan,Escherichia coli,1,573,69
cyclo(Trp-Ser),Providencia stuartii,0,1357,123
Biphenyl,Pantoea agglomerans,0,488,116
"3,3-dimethyl-13-{[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-2H,4H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Aeromonas hydrophila,0,250,9
DD13,Staphylococcus aureus,1,648,141
RK-31,Salmonella enterica,0,1140,133
Epigallocatechin Gallate,Staphylococcus epidermidis,1,710,146
Nitrofurantoin ,Hepatitis C virus,0,1024,86
"1,3-dim-tolyurea",Streptococcus mutans,1,116,155
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(ethylthio)-1,3,4-oxadiazole",Vibrio vulnificus,0,194,178
alpha-pinene,Escherichia coli,0,1342,69
Ciprofloxacin ,Firmicutes,0,592,73
Rimantadine,Influenza A virus ,1,1157,95
Benzbromarone,Mycobacterium leprae,0,474,111
alpha-Defensin-3,Corynebacterium ammoniagenes,0,1336,50
Trimethyl(3-{4-[3-(trimethylazaniumyl)propoxy]phenoxy}propyl)azanium dibromide,Staphylococcus aureus,1,1290,141
Lomefloxacin,Haemophilus influenzae,1,904,78
Bismuth oxide nanoparticle,Candida krusei,0,492,38
