Drug,Microbe,Label,Drug_ID,Microbe_ID
Clioquinol,Candida albicans,1,601,34
Siamycin I,Citrobacter freundii,0,1191,43
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",Pseudomonas aeruginosa,1,198,125
4-dimethyl-amino-cinnamaldehyde,Sphingomonas sp. Ibu-2,0,353,139
Chlorhexidine,Citrobacter freundii,0,575,43
Vanillin,Burkholderia thailandensis,0,1309,32
G H12,Halomonas pacifica,0,763,81
Imipenem,Hafnia paralvei,0,822,80
LL-19,Vibrio harveyi,0,885,176
Tobramycin,Staphylococcus aureus,1,1279,141
P60.4Ac,Staphylococcus aureus,1,1059,141
Toremifene,Clostridium pasteurianum,0,1282,46
Toremifene,Staphylococcus epidermidis,1,1282,146
YC-1 compound,Cryptococcus neoformans,0,1322,52
4-dimethyl-amino-cinnamaldehyde,Candida glabrata,0,353,36
2-(Aminomethyl)-L-phenylalanine,Providencia stuartii,0,211,123
Dicloxacillin,Geobacillus kaustophilus,0,676,77
methanesulfonylbenzene,Staphylococcus capitis,0,1373,142
Tet-213,Aggregatibacter actinomycetemcomitans,0,1261,11
5-Chloroindole,Amycolatopsis orientalis,0,378,12
"N-(1,3-Thiazol-2-yl)butanamide",Pseudomonas aeruginosa,1,970,125
Cefotetan,Aspergillus fumigatus,0,554,15
Catechin,Baker's yeast,0,531,27
2-amino-4-chlorobenzoic acid,Enterobacteria phage T4,0,231,65
1-(4-methoxyphenyl)-3-p-tolyurea,Acinetobacter oleiovorans,0,127,4
Decyl beta-maltoside,Pseudomonas aeruginosa,1,660,125
L-Phenylalanine-D-Lysine,Escherichia coli ,0,870,70
Vitexin,Human immunodeficiency virus,0,1318,91
Undecanoic acid,Klebsiella pneumoniae,1,1299,99
"(2E)-1-(3 ,4 ,5 -trimethoxyphenyl)-3-(2-naphthyl)-2-propen-1-one",Amycolatopsis orientalis,0,24,12
Lys-a1,Burkholderia thailandensis,0,910,32
Danthron,Streptococcus mutans,1,655,155
Neohesperidin,Pseudomonas libaniensis,0,1013,129
N-(4-Bromobenzylidene)benzohydrazide,Staphylococcus aureus,1,976,141
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-phenyl-1,3,4-oxadiazole",Pseudomonas libaniensis,0,198,129
p-Coumaric acid,Pseudomonas aeruginosa,1,1379,125
(2E)-1-[4 -(1H-imidazol-1-yl)phenyl]-3-(2-naphthyl)-2-propen-1-one,Salmonella Typhi,0,30,132
alpha-Defensin-3,Clostridium pasteurianum,0,1336,46
Sulfathiazole,Providencia stuartii,0,1235,123
digoxin,Clostridium bacilli,0,1363,44
Benzocaine,Schistosoma,0,477,134
Polyethyleneimine,Human herpesvirus 3,0,1108,88
Quinine,Bacteroides eggerthii,0,1130,23
Apigenin,Arthrobacter sp. ,0,443,14
beta-sitosterol glucoside,Klebsiella variicola,0,1349,100
"N1-(7-chloroquinolin-4-yl)dodecane-1,12-diamine",Pseudomonas aeruginosa,1,991,125
"2-(2-chloro-5-fluorophenyl)-5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole",Bacillus subtilis,0,191,21
"(Z)-5-decylidenethiazolidine-2,4-dione",Francisella novicida,0,110,74
"F2,5,12W",Serratia liquefaciens,0,728,135
Vancomycin,Enterococcus faecalis,1,1307,66
Norspermidine,Vibrio vulnificus,0,1031,178
methanesulfonylbenzene,Bacillus cereus,0,1373,19
6-Chlorooxindole,Schistosoma,0,392,134
Shikonin,Staphylococcus epidermis,0,1190,147
(2R)-2-amino-3-(2-phenylethanesulfinyl)propanoic acid,Streptococcus mutans,1,42,155
"(1R,2S,7R,8R)-2,18-diacetoxyasperdiol",Vibrio harveyi,1,7,176
"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide",Serratia liquefaciens,0,1292,135
Olmesartran,Streptococcus pneumoniae serotype 4,0,1048,159
Hydrogen peroxide,Influenza A virus ,0,811,95
Raspberry KAS 434,Human immunodeficiency virus 1,0,1145,92
Betulin,Thermus thermophilus,0,484,168
(1Z)-(2-phenylethylidene)-lambda4-sulfanyliumolate,Actinomyces oris,1,10,7
Chlorpromazine,Escherichia coli,1,578,69
2-(Trifluoromethyl)-D-phenylalanine,Acinetobacter sp.,0,212,5
DispersinB-KSL-W wound gel,Staphylococcus aureus,1,687,141
BS-34,Candida albicans,1,462,34
"(5Z)-2-(1,1-dichloro-3,3-dimethylbutyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Bacillus licheniformis,0,81,20
cat-AGE-RK2,Escherichia coli,1,1351,69
Silver nitrate,Staphylococcus aureus,1,1196,141
Clove oil,Obesumbacterium proteus,0,605,115
Ribavirin,Dengue Virus Type 2,1,1151,53
PG-1,Human herpesvirus 1 ,0,1060,87
3-Nitrophenylalanine,Klebsiella pneumoniae,0,290,99
Dapsone,Bacillus cereus,0,656,19
Isoconazole,Bacillus cereus,0,838,19
IG-19,Propionibacterium acnes,0,816,120
methanesulfonylbenzene,Pseudomonas aeruginosa,1,1373,125
epsilon-Polylysine,Achromobacter sp.,0,1364,0
"13-(2-chloro-8a-methyl-4a,8a-dihydroquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Candida albicans,1,155,34
(2E)-N-[3-(1H-imidazol-1-yl)propyl]-3-phenylprop-2-enamide,Baker's yeast,0,39,27
2-bromodecanoic acid,Obesumbacterium proteus,0,237,115
Ciprofloxacin lactate,Actinoplanes missouriensis,0,591,8
"Trimethyl[2-({10,15,20,24,26,29,31,33,34-nonakis[3-(trimethylphosphaniumyl)propoxy]hexacyclo[21.2.2.2,.2,.2,.2]pentatriaconta-1(25),3(35),4,6(34),8,10,13,15,18,20,23,26,28,30,32-pentadecaen-4-yl}oxy)ethyl]phosphanium decabromide",Enterococcus gallinarum,0,1292,68
Cefepime,Candida spp.,1,545,40
Cefixime,Enteric bacteria and other eubacteria,0,547,59
Moxifloxacin ,Influenza B virus,0,946,96
Norpinguisone,Aspergillus fumigatus,0,1030,15
Bismuth oxide nanoparticle,Candida albicans,1,492,34
Penicillenol C2,Haemophilus influenzae,0,1079,78
D-LL-37,Enterococcus gallinarum,0,636,68
(2E)-1-(4 -methoxyphenyl)-3-(2-naphthyl)-2-propen-1-one,Hepatitis B virus D,0,28,83
"(5E)-5-dodecylidene-1,3-thiazolidine-2,4-dione",Candida albicans,1,73,34
4-bromo-5-(bromomethylene)-3-(1-( 2-propynyloxy)butyl)-2(5H)-furanone,Neisseria gonorrhoeae,0,341,114
(2R)-2-amino-3-(thiophene-2-sulfinyl)propanoic acid,Enterococcus faecium,0,44,67
Kojic acid,Marinobacter hydrocarbonoclasticus,0,861,107
4-bromo-5-(bromomethylene)-3-(1-(2-(2-(2-azidoethoxy)ethoxy)ethoxy)butyl)-2(5H)-furanone,Klebsiella planticola,0,342,98
2-Hydroxychalcone,Staphylococcus epidermis,0,220,147
Sinapic acid,Amycolatopsis orientalis,0,1201,12
N -[(3-chloro-isoquinolin-4-yl)methylene] benzohydrazide,Streptococcus gordonii,0,963,153
AAP2,Morganella morganii,0,414,109
Silybin,Acinetobacter sp.,0,1199,5
3-oxo-C8-HSL,Pseudomonas aeruginosa,0,303,125
Isoliquiritigenin,Marinobacter hydrocarbonoclasticus,0,841,107
epsilon-Polylysine,Staphylococcus epidermidis,0,1364,146
Pentamethoxyflavone,Obesumbacterium proteus,0,1083,115
"2,4,5-Trifluorophenylalanine",Acinetobacter sp.,0,172,5
2-(2-(2-Chloroacetamido)-5-nitrophenyl)-2-oxo-N-( prop-2-yn-1-yl)acetamide,Pseudomonas japonica,0,188,128
Cefalonium,Propionibacterium acnes,0,539,120
n-Methyl-D-valine,Human respiratory syncytial virus B,0,1375,94
Silver Ion,Staphylococcus aureus,0,1192,141
Cerulenin,Thermus thermophilus ,0,568,169
N -[(3-chloro-isoquinolin-4-yl)methylene] benzohydrazide,Streptococcus mutans,1,963,155
(2E)-N-[3-(1H-indol-3-yl)propyl]-3-phenylprop-2-enamide,Streptococcus mitis,0,40,154
Spermine,Human herpesvirus 3,0,1211,88
2-(2-(2-Chloroacetamido)phenyl )-2-oxo-N-( prop-2-yn-1-yl )acetamide,Pseudomonas aeruginosa,1,189,125
Cloxacillin,Staphylococcus caprae,0,606,143
Cobalt Ion,Chromobacterium violaceum,0,608,42
Ceforanide,Propionibacterium acnes,0,552,120
Furanone-3,Firmicutes,0,756,73
Cefixime,Streptococcus mutans,1,547,155
(Z)-3-bromo-5-(bromomethylene) furan-2(5H)-one,Human herpesvirus 1 ,0,100,87
3-Methoxy-D-Phenylalanine,Streptococcus sanguinis,0,286,162
Nitrofurantoin ,Escherichia coli,1,1024,69
Cefotetan,Vibrio cholerae,0,554,175
Nitrofural,Streptococcus parasanguinis,0,1022,157
Indol AHL,Actinoplanes missouriensis,0,826,8
(E)-3-Decen-2-one,Bacteroides vulgatus,0,89,26
Telithromycin,Varicella-zoster virus,0,1254,172
Vanillic acid,Escherichia coli,1,1308,69
L-Phenylalanine-L-Lysine,Enteric bacteria and other eubacteria ,0,871,60
"2-(4-methoxyphenyl)-N-(3-{[2-(4-methoxyphenyl)ethyl]imino}-1,4-dihydro-2-quinox alinylidene)ethanamine",Cronobacter sakazakii,0,207,51
2-(2-Thienylsulfonyl)ethanethioamide,Vibrio anguillarum,1,190,173
4-bromoaniline,Aspergillus niger,0,349,16
Rifampicin,Enteric bacteria and other eubacteria,0,1154,59
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-quinolin-3-yl)-2-propen-1-one",Chromobacterium violaceum,0,20,42
C6-HSL,Morganella morganii,0,507,109
Bifonazole,Mycobacterium smegmatis,0,487,112
4-nitro-cinnamaldehyde,Streptococcus parasanguinis,0,358,157
Dicyclohexylamine,Trueperella pyogenes,0,677,171
3-(2-Pyridinyl)alanine,Candida spp.,0,266,40
(2-{[(2-phenylethyl)sulfanyl]sulfinyl}ethyl)benzene,Streptococcus mutans,1,15,155
5-(dibromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Bacillus cereus,0,369,19
Heptadecanoic acid,Staphylococcus chromogenes,0,796,144
2-amino-3-(propane-1-sulfinyl)propanoic acid,Streptococcus salivarius,0,230,161
Phloretin,Raoultella ornithinolytica,0,1094,131
S-OSIP108,Escherichia coli,0,1168,69
"N1-[7-(trifluoromethyl)quinolin-4-yl]dodecane-1,12-diamine",Achromobacter xylosoxidans,0,994,1
BMAP-18,Mycobacterium tuberculosis,0,459,113
Ticarcillin,Streptococcus gordonii,0,1271,153
(1Z)-ethylidene-lambda4-sulfanyliumolate,Streptococcus mutans,1,12,155
Telaprevir ,Hepatitis C Virus ,0,1252,85
5-Bromoindole,Escherichia coli ,0,376,70
CSP,Aggregatibacter actinomycetemcomitans,0,512,11
S-phenyl-L-cysteine sulfoxide,Pseudomonas aeruginosa,1,1173,125
Indolicidin,Human respiratory syncytial virus B,0,833,94
6-Chloroindole,Pseudomonas aeruginosa,1,391,125
cyclophosphamide,Enterobacter cancerogenus,0,1358,62
3-Carbamoylphenylalanine,Enterococcus faecalis,0,279,66
Uracil,Escherichia coli ,1,1301,70
Guaiacol,Escherichia coli,1,789,69
Nystatin,Listeria monocytogenes serotype 4a,0,1033,105
Nerolidol,Raoultella ornithinolytica,0,1015,131
Carolacton,Mycobacterium tuberculosis,0,528,113
Bis[(4-methylphenyl)methyl] disulfide,Enterobacter cloacae,0,491,63
Djenkolic acid,Human immunodeficiency virus 1,0,689,92
3-hexyl-5-bromomethylene-2(5H)-furanone,Salmonella enterica,1,299,133
Benzyl decyl beta-maltoside,Lactobacillus fermenti,0,480,102
RK-25,Influenza B virus,0,1139,96
Meta-bromo-thiolactone,Desulfovibrio africanus,0,928,54
Hyperoside,Vibrio cholerae,0,813,175
"N-((2R,3R,4S,5S,6R)-2,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-3-yl)butyramide",Actinobacillus actinomycetemcomitans,0,966,6
Carminic acid,Mycobacterium avium,0,526,110
beta-Defensin-3,Morganella morganii,0,1347,109
KD-13,Neisseria gonorrhoeae,0,853,114
Aniline,Pseudomonas aeruginosa,1,440,125
7-nitroindole,Pantoea agglomerans,0,409,116
Cefpiramide,Human immunodeficiency virus 1,0,557,92
BMAP-27,Listeria ivanovii,0,460,103
"6-(4-chlorophenyl)-1,3-dimethyl-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Staphylococcus aureus,1,387,141
1-(pyrazin-2-yl)ethan-1-one,Streptomyces gordonii,0,129,165
Silver nanoparticles,Staphylococcus aureus,1,1194,141
"(5Z)-2-(1,1-dichloro-7-methyloctyl)-5-{[4-(trifluoromethyl)phenyl]methylidene}-1,3-oxazolidin-4-one",Serratia marcescens,0,82,136
5-fluoroindole,Pseudomonas aeruginosa,1,384,125
Amlodipine,Bacillus subtilis,1,434,21
Latamoxef,Human respiratory syncytial virus B,0,894,94
4-dimethyl-amino-cinnamaldehyde,Vibrio anguillarum,1,353,173
Quercetin,Clostridium perfringens,0,1127,47
(2R)-2-amino-3-phenylmethanesulfinylpropanoic acid,Actinomyces oris,1,47,7
NA8H,Vibrio parahaemolyticus,0,1002,177
Bergamottin,Thermus thermophilus ,0,482,169
(2E)-1-[4 -(1H-imidazol-1-yl)phenyl]-3-(2-naphthyl)-2-propen-1-one,Enterococcus faecalis,1,30,66
4-hydroxy coumarin,Escherichia coli,1,355,69
Lactoferricin B,Hafnia alvei,0,891,79
para-ethylaniline,Pseudomonas aeruginosa,1,1384,125
Imipenem,Eubacterium ramulus,0,822,72
N-Decanoyl cyclopentylamide,Acinetobacter sp.,0,985,5
3-Methoxychalcone,Haemophilus influenzae,1,287,78
Carboxymethyl chitosan,Kocuria rhizophila,1,525,101
Myxinidin3,Pseudomonas aeruginosa,1,958,125
3-Methoxychalcone,Bacteroides vulgatus,0,287,26
D-tert-Leucine,Vibrio campbellii,0,645,174
cis-4-Hydroxy-L-proline,Staphylococcus epidermis,1,1353,147
Penicillenol A1,Vibrio vulnificus,0,1074,178
Propyl gallate,Enterococcus faecalis,1,1117,66
Hepcidin 20,Staphylococcus epidermidis,1,795,146
Doxycycline,Enteric bacteria and other eubacteria,1,693,59
Magainin-II,Pseudomonas aeruginosa,1,920,125
(2S)-2-amino-3-(tert-butylsulfanyl)propanoic acid,Listeria ivanovii,0,54,103
"1-[2-(3,5-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",Staphlococcus aureus,0,133,140
nimesulide,Cronobacter sakazakii,0,1376,51
Taurine,Staphylococcus saprophyticus,0,1246,150
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-styryl-1,3,4-oxadiazole",Staphylococcus aureus,1,199,141
Djenkolic acid,Vibrio cholerae,0,689,175
Sm6(L1)2C,Streptococcus gordonii,0,1204,153
7P-AC,Streptococcus sobrinus,0,410,164
D-Methionine,Streptococcus salivarius,0,638,161
Kaempherol,Vibrio campbellii,0,857,174
Citral,Candida albicans,0,593,34
Lomefloxacin,Aggregatibacter actinomycetemcomitans,0,904,11
3-hexyl-5-bromomethylene-2(5H)-furanone,Aspergillus fumigatus,0,299,15
VS2,Serratia marcescens,0,1305,136
Cefixime,Pseudoalteromonas sp.,0,547,124
CGP-37157,Streptococcus mitis,0,510,154
Holothuroidin 1,Pseudomonas aeruginosa,1,806,125
Flavonoids 7,Mycobacterium tuberculosis,0,739,113
Isosilybin A,Listeria ivanovii,0,845,103
(2E)-1-(5-clorotiophen-2-yl)-3-(3-methoxy-4-benzyloxi-phenyl)-2-propen-1-one,Staphylococcus equorum,0,29,148
Palmitic acid,Pseudomonas aeruginosa,1,1065,125
Chitosan,Staphylococcus aureus,1,573,141
Furanone 56,Burkholderia thailandensis,0,752,32
CWR11,Human herpesvirus 5,0,514,90
Carboxymethyl chitosan,Pseudoalteromonas sp.,0,525,124
3-(2-Naphthyl)-D-alanine,Serratia marcescens,0,264,136
1-methyl-4-({[(4-methylphenyl)methyl]disulfanyl}methyl)benzene,Streptococcus sanguinis,0,138,162
Isobutanol,Human herpesvirus 4,0,837,89
Di-MB-LF11-215,Pseudomonas aeruginosa,1,667,125
"4-Fluoro-(S)-4,5-Dihydroxypentane-2,3-dione",Staphylococcus haemolyticus,0,328,149
Ellagic Acid,Proteus vulgaris,0,698,122
Hamamelitannin,Amycolatopsis orientalis,0,794,12
Indole-3-acetamide,Lactobacillus fermenti,0,829,102
Hamamelitannin,Vibrio vulnificus,0,794,178
Terconazole,Dengue Virus Type 2,0,1257,53
"2,3,4,5,6-Pentafluoro-L-phenylalanine",Staphylococcus epidermis,1,169,147
Nitazoxanide ,Marinobacter hydrocarbonoclasticus,0,1021,107
1-{6-nitro-4-phenyl-2-[(E)-2-[4-(trifluoromethoxy)phenyl]ethenyl]quinolin-3-yl}ethan-1-one,Klebsiella planticola,1,145,98
C16-33,Mycobacterium avium,0,504,110
"3-{2-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]ethyl}-5-methylidene-N-phenyl-2,5-dihydrofuran-2-amine",Staphylococcus aureus,1,306,141
Magainin-I,Bacillus amyloliquefaciens,0,919,17
IG-13,Burkholderia pseudomallei,1,815,31
Decanediol,Providencia stuartii,0,659,123
Econazole,Streptococcus mutans,1,694,155
Djenkolic acid,Streptococcus mutans,1,689,155
(2S)-2-amino-3-(4-tert-butylphenyl)propanoic acid,Acinetobacter sp.,0,53,5
n-Hexane,Streptococcus pneumoniae serotype 4,0,1374,159
Myxinidin1,Pseudomonas aeruginosa,1,956,125
Norspermidine,Eikenella corrodens,0,1031,58
para-toluidine,Pseudomonas aeruginosa,1,1385,125
Gentamicin ,Baker's yeast,0,780,27
7-chloroquinolin-4-ol,Serratia marcescens,1,402,136
Clozapine,Helicobacter pylori ,0,607,82
Isothiocyanate,Acinetobacter sp.,0,847,5
Butanol,Enterobacter cloacae,0,497,63
(2S)-2-amino-3-(tert-butylsulfanyl)propanoic acid,Gardnerella vaginalis,0,54,76
13-methyltetradecanoic acid,Streptococcus pneumoniae serotype 4,0,157,159
TZD-C8,Enterobacter cancerogenus,0,1241,62
Phloridzin,Streptococcus parasanguinis,0,1095,157
Cefixime,Bacillus subtilis,1,547,21
beta-Caryophyllene,Candida albicans,1,1345,34
"Ethane-1,2-diamine",Candida albicans,0,720,34
"1-[2-(2,4-dichlorophenyl)-5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-3(2H)-yl]ethanone",Streptococcus mutans,1,131,155
BMAP-27,Pseudomonas aeruginosa,1,460,125
4-bromo-5-(bromomethylene)-3-(1-( 2-propynyloxy)butyl)-2(5H)-furanone,Human herpesvirus 5,0,341,90
Hydnocarpin D,Staphylococcus aureus,1,810,141
Cloxacillin,Escherichia coli ,1,606,70
NA12,Candida albicans,1,1000,34
"13-(2-chloro-7-methylquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,154,125
Bifonazole,Influenza B virus,0,487,96
Clindamycin,Shigella flexneri,1,599,138
Diterpene phytol,Enterobacteria phage T4,0,688,65
Cefuroxime,Listeria monocytogenes,1,565,104
Vancomycin,Staphylococcus caprae,1,1307,143
"3,3-dimethyl-13-{7-methyl-[1,2,3,4]tetrazolo[1,5-a]quinolin-4-yl}-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,247,125
alpha-Pinene,Halomonas pacifica,0,1339,81
Methanol,Staphylococcus aureus,1,930,141
"(2E)-5-[(1S,2R,4aR,8aR)-1,2,4a,5-tetramethyl-1,2,3,4,4a,7,8,8a-octahydronaphthalen-1-yl]-3-formylpent-2-enoic acid",Mycobacterium avium,0,36,110
7-Bicyclic brominated furanones,Streptococcus sanguis,0,399,163
Paromomycin ,Yersinia enterocolitica,0,1068,179
3-(pyridin-3-yl)-5-(3-ethoxy-4-hydroxybenzylidene)-2-thioxothiazolidin-4-one,Dengue Virus Type 2,0,276,53
Butanol,Geobacillus kaustophilus,0,497,77
Furanone 56,Salmonella enterica,1,752,133
Cobalt Ion,Proteus vulgaris,0,608,122
Peptide 1,Hepatitis C virus,0,1086,86
Metronidazole,Porphyromonas gingivalis,1,937,119
"6-(4-chlorophenyl)-1,3-dimethyl-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Hafnia paralvei,0,387,80
para-Benzoquinone,Burkholderia cenocepacia,1,1381,28
(2R)-2-amino-3-(thiophene-2-sulfinyl)propanoic acid,Actinomyces oris,1,44,7
M8-33,Bacteroides,0,912,22
Ticarcillin,Marinobacter hydrocarbonoclasticus,0,1271,107
7-methylindole,Clostridium bacilli,0,408,44
1-{2-[(E)-2-(4-chlorophenyl)ethenyl]-4-phenylquinolin-3-yl}ethan-1-one,Bacillus subtilis,1,139,21
3-indolylacetonitrile,Pseudomonas aeruginosa,1,301,125
C8-HSL,Staphylococcus equorum,0,508,148
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Cronobacter sakazakii,0,117,51
1-(4-methoxyphenyl)-3-m-tolyurea,Streptococcus sanguis,0,126,163
den-SB056-1,Pseudomonas aeruginosa,1,1362,125
Lipoic acid,Streptococcus sobrinus,0,902,164
Furanone-2,Staphylococcus caprae,0,755,143
2-methoxy-cinnamaldehyde,Vibrio anguillarum,1,242,173
n-Hexane,Staphylococcus capitis,0,1374,142
(Z)-4-bromo-5-(bromomethylene)-3-(1-bromobutyl)-2(5H)-furanone,Salmonella enterica,1,101,133
Fluconazole,Shigella flexneri,0,743,138
Chrysophsin-1,Halomonas pacifica,0,582,81
Tobramycin,Influenza A virus ,0,1279,95
7-hydroxyindole,Achromobacter xylosoxidans,0,406,1
L-tryptophan,Desulfovibrio africanus,0,878,54
2-phenylethane-1-SO-thioperoxol,Influenza B virus,0,244,96
Cefoxitin,Staphylococcus aureus,1,556,141
(2-methyl-5-nitro-1H-imidazol-1-yl)methyl (2E)-3-phenylprop-2-enoate,Streptococcus pneumoniae serotype 4,0,14,159
Danthron,Yersinia enterocolitica,0,655,179
cyclo(Trp-Ser),Pseudoalteromonas sp.,0,1357,124
Efavirenz,Proteus mirabilis,0,696,121
"2-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-5-(2,4-dichlorophenyl)-1,3,4-oxadiazole",Vibrio parahaemolyticus,0,192,177
Coprinuslactone,Staphylococcus chromogenes,0,615,144
"N-(1,3-Thiazol-2-yl)butanamide",Streptococcus sanguinis,0,970,162
Elemental silver,Geobacillus kaustophilus,0,697,77
Epicatechin,Streptomyces sp. ,0,706,167
Mucobromic acid,Human immunodeficiency virus 1,0,947,92
4H-tomentosin,Serratia marcescens,0,362,136
Ciprofloxacin,Stenotrophomonas maltophilia,1,590,151
Dicinnamyl,Staphylococcus aureus,1,674,141
D-tert-Leucine,Staphylococcus epidermis,1,645,147
"13-(2-chloro-7-methoxyquinolin-3-yl)-3,3-dimethyl-1H,2H,3H,4H,6H,11H,13H-indazolo[1,2-b]phthalazine-1,6,11-trione",Pseudomonas aeruginosa,1,153,125
3-(Aminomethyl)-D-phenylalanine,Clostridium perfringens ,0,274,48
5- hydroxyethyl-3-tetradecanoyltetramic acid,Yersinia enterocolitica,0,366,179
phys-GL13K,Streptococcus parasanguinis,0,1386,157
OHC8HL,Arthrobacter sp. ,0,1039,14
"5-(4,5-dibromo-1-methyl-1H-pyrrol-2-yl)-1,3,4-oxadiazole-2-thiol",Streptococcus epidermidis,1,367,152
Piperacillin-Tazobactam,Candida spp.,1,1103,40
AFP1,Lactobacillus fermenti,0,415,102
Vitamin E,Helicobacter pylori ,0,1317,82
Clotrimazole,Mycobacterium tuberculosis,0,604,113
3-Chloro-5-[(2-chloroethoxy)]-4-[(4-methylphenylsulfanyl)]-2(5H)-furanone,Burkholderia thailandensis,0,280,32
Doripenem,Pseudomonas aeruginosa,1,692,125
Avibactam,Marinobacter hydrocarbonoclasticus,0,454,107
Chromate,Streptococcus pneumoniae,0,579,158
Vitexin,Pseudomonas aeruginosa,1,1318,125
Carvacrol,Staphylococcus cohnii,0,529,145
Carabrol,Geobacillus kaustophilus,0,522,77
Hydnocarpin D,Aggregatibacter actinomycetemcomitans,0,810,11
Ch_GG_Nt-Dhvar5,Bacteroides,0,571,22
Miconazole,Hepatitis C virus,0,940,86
lin-SB056,Candida parapsilosis,0,1370,39
CWR11,Listeria monocytogenes serotype 4a,0,514,105
(2R)-2-amino-3-[(4-methylphenyl)methanesulfinyl]propanoic acid,Aggregatibacter actinomycetemcomitans,0,46,11
"2-(2,4-difluorophenyl)-1,3-bis(1H-1,2,4-triazol-1-yl)propan-2-yl (2E)-3-phenylprop-2-enoate",Candida albicans,1,180,34
Rhein,Clostridium pasteurianum,0,1149,46
3-hydroxychalcone,Candida albicans,0,300,34
3-Iodotyrosine,Clostridium perfringens,0,285,47
"1,3-dimethyl-6-(4-methylphenyl)-5-[3-(4-methylphenyl)-1-phenyl-1H-pyrazol-4-yl]-1H,2H,3H,4H,5H,6H-pyrimido[4,5-d][1,3]diazine-2,4-dione",Gardnerella vaginalis,0,117,76
Heptadecanoic acid,Acinetobacter nosocomialis,0,796,3
"(5E)-5-undecylidene-1,3-thiazolidine-2,4-dione",Aspergillus fumigatus,0,76,15
Sm6(L1)2C,Streptococcus mutans,1,1204,155
5-Hydroxy-4-[(4-methylphenyl)sulfonyl]-3-chloro-2(5H)-furanone,Bacillus subtilis,1,381,21
"octane-1,8-diamine",Firmicutes,0,1378,73
Penicillenol A1,Staphylococcus aureus,1,1074,141
Dichloromethane,Pseudomonas putida,0,673,130
Ciprofloxacin,Escherichia coli,1,590,69
Penicillenol B1,Vibrio cholerae,0,1076,175
L-pipecolic acid,Bacteroides fragilis,0,877,24
Copper sulfate,Campylobacter jejuni,0,614,33
Hsn5 12-mer,Thermus thermophilus,0,808,168
Amikacin,Proteus vulgaris,1,430,122
G10KHc,Bacillus anthracis,0,764,18
2-Methoxy-4-propylphenol,Escherichia coli,1,221,69
Kaurenoic acid,Streptococcus mutans,1,859,155
"(2E)-1-(2 ,4 ,5 -trimethoxyphenyl)-3-(2-chloro-quinolin-3-yl)-2-propen-1-one",Influenza B virus ,0,20,97
DiHydroxyBenzoFuran,Varicella-zoster virus,0,669,172
Shikonin,Acinetobacter nosocomialis,0,1190,3
N -(4-trifluoromethyl-benzylidene)benzohydrazide,Pseudomonas aeruginosa,1,960,125
Peptide 1,Streptococcus parasanguinis,0,1086,157
trans-2-Nonenal,Vibrio cholerae,1,1389,175
O-LF11-227,Pseudomonas aeruginosa,1,1036,125
HA14-1,Haemophilus influenzae,0,790,78
3-chloro-5-hydroxy-4-[(4-methylphenylsulfonyl)]-2(5H)-furanone,Bacteroides fragilis,0,294,24
